#gi	CAI	CAI_Alm	CBI	COG	COGanno	COGfun	Annotation
162488	1.63337470076776	3.23648390923221	1.03971738554874	-	-	-	unknown protein
162489	1.4711355337478	3.00711411996659	1.01720435781661	3211	Predicted phosphatase	R	hypothetical protein
162490	1.52374940234719	2.9220792198457	0.966420079208384	4636	Uncharacterized protein conserved in cyanobacteria	S	hypothetical protein
162491	1.52195201354442	2.85171261776437	0.961044074879685	4636	Uncharacterized protein conserved in cyanobacteria	S	hypothetical protein
162492	1.41872597550699	2.70763020259431	0.934426261157535	546	Predicted phosphatases	R	hypothetical protein
162493	1.58387329928138	3.0440601933681	1.02241867712094	539	Ribosomal protein S1	J	30S ribosomal protein S1
162494	1.74949034551202	3.28359538311955	1.11543757144778	-	-	-	photosystem II PsbT protein
162495	1.7264261127579	3.43804996071967	1.05392699220307	-	-	-	photosystem II CP47 protein
162496	1.55508418108347	3.08258600235454	1.04677665188348	-	-	-	unknown protein
162497	1.52966925122032	2.93748870854762	1.03642008348577	747	ABC-type dipeptide transport system, periplasmic component	E	periplasmic oligopeptide-binding protein of oligopeptide ABC transporter
162498	1.68185819895852	3.43927359522486	1.11483096537899	601	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	EP	permease protein of oligopeptide ABC transporter
162499	1.56331249571806	3.06717707554321	1.03396081259664	328	Ribonuclease HI	L	ribonuclease H
162500	1.6721500768855	3.44421938243674	1.1306027042715	463	Glycosyltransferases involved in cell wall biogenesis	M	hypothetical protein
162501	1.69059891437639	3.48300701250567	1.16218015598929	2324	Predicted membrane protein	S	hypothetical protein
162502	1.77567848574388	3.64574773664896	1.17551105170001	-	-	-	unknown protein
162503	1.54266726960214	3.13845162781225	1.02143012837795	211	Ribosomal protein L27	J	50S ribosomal protein L27
162504	1.6247593796477	3.26624423443134	1.11425152050078	261	Ribosomal protein L21	J	50S ribosomal protein L21
162505	1.42181907210412	2.58889011674574	0.936280314880755	-	-	-	unknown protein
162506	1.48431747472493	2.85296186660848	1.03547127578532	3744	Uncharacterized protein conserved in bacteria	S	hypothetical protein
162507	1.50466682584928	2.75770718794334	0.879029806587996	3541	Predicted nucleotidyltransferase	R	unknown protein
162508	1.87278641475792	3.80167133622713	1.11795125034389	-	-	-	unknown protein
162509	1.78467458885575	3.50372152570016	1.02088349598925	1239	Mg-chelatase subunit ChlI	H	protoporphyrin IX magnesium chelatase chain
162510	1.69508571024336	3.20303775763973	1.07372046507518	1680	Beta-lactamase class C and other penicillin binding proteins	V	penicillin-binding protein
162511	1.68008173711283	3.46207949538544	1.15290747797163	772	Bacterial cell division membrane protein	D	cell division protein
162512	1.59384949019499	3.12440095637992	1.05924029009464	-	-	-	unknown protein
162513	1.59426383483411	2.91507872749713	0.910510564293689	1716	FOG: FHA domain	T	hypothetical protein
162514	1.38966004603285	2.60215213962475	0.907447939586717	-	-	-	hypothetical protein
162515	1.45568181962554	2.74576635972251	0.948393719366445	-	-	-	hypothetical protein
162516	1.49484076057981	2.80038412977703	0.926886167597341	438	Glycosyltransferase	M	probable glycosyl transferase
162517	1.57932087910939	3.13452961213365	1.06390057647502	438	Glycosyltransferase	M	probable glycosyl transferase
162518	1.56832384380141	2.88254235171516	0.96144954167616	2010	Cytochrome c, mono- and diheme variants	C	cytochrome c6
162519	1.47058138560154	2.77985680934707	0.965008619629055	-	-	-	unknown protein
162520	1.65297162257138	3.3671736413054	1.19350933000594	401	Uncharacterized homolog of Blt101	S	hypothetical protein
162521	1.63320634711765	3.40705997195377	1.14388532014064	1950	Predicted membrane protein	S	hypothetical protein
162522	1.7004660733161	3.38512187864987	1.13259279825809	210	Superfamily I DNA and RNA helicases	L	hypothetical protein
162523	1.73691917131397	3.26329212696782	1.04133600150719	1626	Neutral trehalase	G	alpha,alpha-trehalase
162524	1.64365765777482	3.02446860724706	1.03720818469768	3280	Maltooligosyl trehalose synthase	G	maltooligosyltrehalose synthase
162525	1.59322412482791	2.97573679262874	1.01341371604343	296	1,4-alpha-glucan branching enzyme	G	alpha-amylase
162526	1.54881515082219	2.87011134428828	0.96247662768872	366	Glycosidases	G	cyclomaltodextrin glucanotransferase
162527	1.66773258787949	3.36346862873251	1.13204512805856	1304	L-lactate dehydrogenase (FMN-dependent) and related alpha-hydroxy acid dehydrogenases	C	glycolate oxidase
162528	1.38742522191602	2.49590014903124	0.898896897151511	4115	Uncharacterized protein conserved in bacteria	S	hypothetical protein
162529	1.53919284634548	3.15391868246348	1.03414793397064	2161	Antitoxin of toxin-antitoxin stability system	D	hypothetical protein
162530	1.62291820153365	3.17394324060212	1.07357456648514	501	Zn-dependent protease with chaperone function	O	hypothetical protein
162531	1.72412121071407	3.51310111031592	1.14047829274744	766	UDP-N-acetylglucosamine enolpyruvyl transferase	M	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
162532	1.6863047577452	3.37501739354351	1.0857552107458	566	rRNA methylases	J	rRNA methylase
162533	1.52504766381068	2.64737148209455	0.955648463646874	-	-	-	unknown protein
162534	1.71525288391102	3.29573034895433	1.0454372519195	426	Uncharacterized flavoproteins	C	flavoprotein
162535	1.69270653166825	3.24967530903461	1.02817806396493	426	Uncharacterized flavoproteins	C	flavoprotein
162536	1.61664331920446	3.0837032394065	1.04403315756796	4636	Uncharacterized protein conserved in cyanobacteria	S	unknown protein
162537	1.59982570873807	3.18824336045186	1.08965662100445	1127	ABC-type transport system involved in resistance to organic solvents, ATPase component	Q	ATP-binding protein of ABC transporter
162538	1.61054488651997	3.24286701839301	1.08973659493954	1463	ABC-type transport system involved in resistance to organic solvents, periplasmic component	Q	hypothetical protein
162539	1.53393912844935	2.96616620670744	1.06180080655711	642	Signal transduction histidine kinase	T	two-component hybrid sensor and regulator
162540	2.00843812230953	3.71889888711569	1.05756378053772	-	-	-	unknown protein
162541	1.66420373838595	3.17766707457959	1.05535469951451	618	Exopolyphosphatase-related proteins	R	hypothetical protein
162542	1.71085460356035	3.51512637884425	1.18951571485042	728	Uncharacterized membrane protein, putative virulence factor	R	hypothetical protein
162543	1.50959088302914	2.8877896188366	1.01539059587933	1357	Uncharacterized low-complexity proteins	S	hypothetical protein
162544	1.63785010891453	3.27056844817445	1.11680050127407	1316	Transcriptional regulator	K	transcriptional regulator
162545	1.65561716661171	3.21351442929394	1.08519064585413	836	Mannose-1-phosphate guanylyltransferase	M	GDP-mannose pyrophosphorylase
162546	1.63252851495989	3.27795531470016	1.11486423572141	661	Predicted unusual protein kinase	R	hypothetical protein
162547	1.59859236084118	3.17709723343059	1.09273275453828	4586	ABC-type uncharacterized transport system, ATPase component	R	ATP-binding protein of ABC transporter
162548	1.55832314844528	3.101141953795	1.03282553324965	4587	ABC-type uncharacterized transport system, permease component	R	hypothetical protein
162549	1.48878764981532	2.84461366330882	1.00898271309169	515	Serine/threonine protein kinase	RTKL	serine/threonine kinase
162550	1.68086639612663	3.20027902630859	1.05720125943901	596	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)	R	haloalkane dehalogenase
162551	1.63685683853516	3.09944781337542	1.02893199099428	-	-	-	hypothetical protein
162552	1.50924694607965	2.75205713234748	0.946434125408986	1393	Arsenate reductase and related proteins, glutaredoxin family	P	hypothetical protein
162553	1.5350594045544	2.78900492134661	0.958463827592899	-	-	-	hypothetical protein
162554	1.64533981739937	3.39628732615764	1.09615009707092	392	Predicted integral membrane protein	S	hypothetical protein
162555	1.42450650179637	2.77456361602709	0.940470263064037	-	-	-	unknown protein
162556	1.58135767337287	2.92510161981335	0.96840078971472	-	-	-	unknown protein
162557	1.64502544904181	3.18697182580864	1.0715095700323	1641	Uncharacterized conserved protein	S	hypothetical protein
162558	1.61981225766498	3.32690133496028	1.10514811846902	9	Putative translation factor (SUA5)	J	hypothetical protein
162559	1.55891098071982	2.98570876014555	1.01441765009188	-	-	-	unknown protein
162560	1.43282088258148	2.68054983259214	0.924780887151476	-	-	-	unknown protein
162561	1.73396049242369	3.32829225475285	1.04815285860124	-	-	-	unknown protein
162562	1.61564580067377	3.08088348390744	1.06627450457388	514	Superfamily II DNA helicase	L	ATP-dependent DNA helicase
162563	1.5653624670875	3.19852345777252	1.10444693400128	-	-	-	unknown protein
162564	1.60546283293148	3.10343164087309	1.06389729672954	3540	Phosphodiesterase/alkaline phosphatase D	P	hypothetical protein
162565	1.581378291724	3.08752021748288	1.05469337425516	-	-	-	unknown protein
162566	1.63321063855085	3.23987739395782	1.09620865728572	628	Predicted permease	R	hypothetical protein
162567	1.58701683888376	2.87293392408569	0.981644397330769	494	NTP pyrophosphohydrolases including oxidative damage repair enzymes	LR	mutator protein
162568	1.69946879379103	3.14706941208962	1.00796420962328	-	-	-	hypothetical protein
162569	1.57418015898455	3.12103250107362	1.03753218950486	190	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase	H	methylenetetrahydrofolate dehydrogenase
162570	1.61856533442246	3.14405999269437	1.06131636955568	142	Geranylgeranyl pyrophosphate synthase	H	geranylgeranyl diphosphate synthase
162571	1.69315546045535	3.42031380003836	1.12479503865345	1963	Uncharacterized protein conserved in bacteria	S	hypothetical protein
162572	1.65322219277612	3.4157011403992	1.12064868721221	-	-	-	unknown protein
162573	1.41794389505607	2.71181644513538	0.935338722172166	-	-	-	hypothetical protein
162574	1.59564087046112	3.03323292893183	1.00833297300213	-	-	-	similar to pathogenesis related protein
162575	1.75780922615665	3.5025375930725	1.14185061189709	854	Pyridoxal phosphate biosynthesis protein	H	pyridoxal phosphate biosynthetic protein
162576	1.68345979442786	3.2593169696266	1.09842739032478	2202	FOG: PAS/PAC domain	T	hypothetical protein
162577	1.87908077198481	3.66029554616855	1.10605284126139	324	tRNA delta(2)-isopentenylpyrophosphate transferase	J	isopentenyl transferase
162578	1.63018158274757	3.1005257086013	1.05368526646835	2062	Phosphohistidine phosphatase SixA	T	hypothetical protein
162579	1.76808437192514	3.38752040605259	1.05993488474336	372	Citrate synthase	C	citrate synthase
162580	1.89003537033031	3.80128659797959	1.19338466661434	1005	NADH:ubiquinone oxidoreductase subunit 1 (chain H)	C	NADH dehydrogenase subunit 1
162581	1.69513491517087	3.18075903217023	0.989827135226606	1143	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	C	NADH dehydrogenase subunit I
162582	1.74030928561113	3.64761533827071	1.17095370160076	839	NADH:ubiquinone oxidoreductase subunit 6 (chain J)	C	NADH dehydrogenase subunit 6
162583	1.72909267475267	3.41511612903297	1.09151158167472	713	NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K)	C	NADH dehydrogenase subunit 4L
162584	1.60292500125728	3.24352712375462	1.11432803993858	61	Predicted sugar kinase	G	hypothetical protein
162585	1.40254953963046	2.51697211483197	0.846396556353535	3176	Putative hemolysin	R	hypothetical protein
162586	1.386686484123	2.51165133945583	0.952197303494731	-	-	-	unknown protein
162587	1.47797981504981	2.92500514446413	1.017480890973	5305	Predicted membrane protein	S	unknown protein
162588	1.47165491101555	2.74849951631086	0.944631615496041	-	-	-	hypothetical protein
162589	1.56432152259978	3.08322242953805	1.01960216796902	1432	Uncharacterized conserved protein	S	hypothetical protein
162590	1.60762739671677	2.97515772851303	1.03504974860936	143	Methionyl-tRNA synthetase	J	methionyl-tRNA synthetase
162591	1.52037018120597	2.93768015497575	0.998071624144273	204	1-acyl-sn-glycerol-3-phosphate acyltransferase	I	unknown protein
162592	1.69466353924102	3.39987771695508	1.12511939773251	596	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)	R	hypothetical protein
162593	1.67528698361213	3.21055480712199	1.08182408484409	3597	Uncharacterized protein/domain associated with GTPases	S	unknown protein
162594	1.60403499286756	3.08523180437233	1.04683655503795	260	Leucyl aminopeptidase	E	leucine aminopeptidase
162595	1.69923591573156	3.32557113868287	1.06895386360631	416	Fatty acid/phospholipid biosynthesis enzyme	I	fatty acid/phospholipid synthesis protein
162596	1.67251464242521	3.33799442727528	1.09539838906775	332	3-oxoacyl-[acyl-carrier-protein] synthase III	I	beta-ketoacyl-acyl carrier protein synthase III
162597	1.62700266343411	3.25073035747581	1.10020114714384	331	(acyl-carrier-protein) S-malonyltransferase	I	malonyl coenzyme A-acyl carrier protein transacylase
162598	1.54604967199997	3.20774650784675	1.0771222091884	204	1-acyl-sn-glycerol-3-phosphate acyltransferase	I	putative acyltransferase
162599	1.50321214196371	3.04419355483916	1.07723359603897	628	Predicted permease	R	hypothetical protein
162600	1.66072561675256	3.15858047776114	1.05185548258972	5626	Uncharacterized conserved small protein	S	hypothetical protein
162601	1.39706621617434	2.7949785063841	0.979867197738	1434	Uncharacterized conserved protein	S	hypothetical protein
162602	1.54715358108056	2.91387166605079	0.997443132661254	-	-	-	hypothetical protein
162603	1.61083347655924	3.0760329673458	1.02771204069624	2214	DnaJ-class molecular chaperone	O	hypothetical protein
162604	1.40993972143442	2.81356802791723	0.956263586074079	2319	FOG: WD40 repeat	R	WD-40 repeat protein
162605	1.36249401884426	2.83152161838157	0.994979216253401	-	-	-	unknown protein
162606	1.45123931328696	2.80656632830285	0.941816050857822	3547	Transposase and inactivated derivatives	L	transposase
162607	1.54035049608438	2.99638946777711	1.02126508211556	1408	Predicted phosphohydrolases	R	hypothetical protein
162608	1.64219911722223	3.16534187999857	1.09699686272859	1408	Predicted phosphohydrolases	R	hypothetical protein
162609	1.7192563393745	3.51333731577892	1.17661331802305	25	NhaP-type Na+/H+ and K+/H+ antiporters	P	Na+/H+ antiporter
162610	1.75630798959728	3.52896916645956	1.10378540044299	1290	Cytochrome b subunit of the bc complex	C	similar to cytochrome b6
