#gi	CAI	CAI_Alm	CBI	COG	COGanno	COGfun	Annotation
369248	1.43906117463574	2.34430402323509	0.830442239950151	556	Helicase subunit of the DNA excision repair complex	L	UvrB
369249	1.48137231482202	2.48099186040236	0.8457355092631	226	ABC-type phosphate transport system, periplasmic component	P	PstS
369250	1.57484226159185	2.73563055404245	0.956641746557187	573	ABC-type phosphate transport system, permease component	P	phosphate transport system permease
369251	1.58602895906806	2.59740546403366	0.890490163537834	1117	ABC-type phosphate transport system, ATPase component	P	PstB
369252	1.44274162252021	2.30335486765094	0.804923654394475	704	Phosphate uptake regulator	P	PhoU
369253	1.38256109254535	2.26894674101648	0.786454388446896	209	Ribonucleotide reductase, alpha subunit	F	NrdA
369254	1.75777925389996	2.90530513484266	0.954633567571911	1780	Protein involved in ribonucleotide reduction	F	NrdI
369255	1.50382825415978	2.45958056894695	0.859796205875534	208	Ribonucleotide reductase, beta subunit	F	NrdF
369256	1.55372025377895	2.51348915412555	0.885098674341345	207	Thymidylate synthase	F	ThyA
369257	1.53986774827021	2.52607258249057	0.861647125348446	2131	Deoxycytidylate deaminase	F	FolA
369258	1.59230766392373	2.66445583908208	0.975971059184935	-	-	-	unique hypothetical
369259	1.60984996509274	2.71667274805776	0.964379210813863	-	-	-	conserved hypothetical
369260	1.35942440439112	2.2753002830242	0.867453615526768	51	Ribosomal protein S10	J	RpsJ
369261	1.45676041871926	2.41098053926176	0.873968373964298	87	Ribosomal protein L3	J	RplC
369262	1.44713194819666	2.39334608207532	0.824411370823754	88	Ribosomal protein L4	J	RplD
369263	1.57369009215517	2.66429375110941	0.907799091369093	89	Ribosomal protein L23	J	RplW
369264	1.4442909964858	2.50741189923962	0.890297555387038	90	Ribosomal protein L2	J	RplB
369265	1.33031193154047	2.28504922096528	0.954285237774806	185	Ribosomal protein S19	J	RpsS
369266	1.3292125347001	2.24442486397676	0.830501534174538	91	Ribosomal protein L22	J	RplV
369267	1.41804858749981	2.35735112782492	0.836222215121358	92	Ribosomal protein S3	J	RpsC
369268	1.32753725804234	2.24052270378012	0.86182616585411	197	Ribosomal protein L16/L10E	J	RplP
369269	1.28384230765011	2.08016676717184	0.786669217429889	-	-	-	RpmC
369270	1.48077965196804	2.53534286421897	0.97437110497463	186	Ribosomal protein S17	J	RpsQ
369271	1.58711834230566	2.7035798478907	0.964460454038741	93	Ribosomal protein L14	J	RplN
369272	1.46628414291568	2.40615739595748	0.869992562711399	198	Ribosomal protein L24	J	RplX
369273	1.53086504130839	2.54353245632027	0.92563158699894	94	Ribosomal protein L5	J	RplE
369274	1.48251326471958	2.55927843515609	0.972023137477112	199	Ribosomal protein S14	J	RpsN
369275	1.5654317980066	2.61488357748019	0.960220975828811	96	Ribosomal protein S8	J	RpsH
369276	1.43015790789384	2.37267796686971	0.872564511354794	97	Ribosomal protein L6P/L9E	J	RplF
369277	1.57756743621493	2.68341008378853	1.00146888668717	256	Ribosomal protein L18	J	RplR
369278	1.42350909634192	2.46498093401406	0.865510290945138	98	Ribosomal protein S5	J	RpsE
369279	1.30831729484288	2.24643188871976	0.836418054064156	200	Ribosomal protein L15	J	RplO
369280	1.68952560138867	2.91298008407805	1.00487910385244	201	Preprotein translocase subunit SecY	U	SecY
369281	1.50377119989635	2.45855524062119	0.875241728379271	563	Adenylate kinase and related kinases	F	Adk
369282	1.54563650392922	2.48195064798052	0.796894171303648	24	Methionine aminopeptidase	J	Map
369283	1.44763273003957	2.3993160097161	0.815984595419191	39	Malate/lactate dehydrogenases	C	Mdh
369284	1.53465824572738	2.53722928040218	0.893355633458504	-	-	-	conserved hypothetical
369285	1.48988706363918	2.42083075938224	0.875099008738396	1190	Lysyl-tRNA synthetase (class II)	J	LysU
369286	1.58180901506017	2.64345185519638	0.917532086532012	484	DnaJ-class molecular chaperone with C-terminal Zn finger domain	O	DnaJ
369287	1.43954280494632	2.29843566539086	0.808073718834745	748	Putative heme iron utilization protein	P	unique hypothetical
369288	1.66167924229078	2.82723047977633	0.964411362224166	-	-	-	unique hypothetical
369289	1.50948357866797	2.38453366982247	0.849615525086654	-	-	-	unique hypothetical
369290	1.48506912003412	2.43495278890989	0.866356125172344	1080	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)	G	PtsA
369291	1.64067739037802	2.68705469851163	0.904953397859538	-	-	-	conserved hypothetical
369292	1.50471189103789	2.45969087184545	0.959542304855293	184	Ribosomal protein S15P/S13E	J	RlsO
369293	1.51603465962734	2.48775311108666	0.869801256243558	595	Predicted hydrolase of the metallo-beta-lactamase superfamily	R	conserved hypothetical
369294	1.54029400978417	2.5154139083101	0.882826144189742	1674	DNA segregation ATPase FtsK/SpoIIIE and related proteins	D	FtsK
369295	1.41458436663141	2.19140593050196	0.833298630880819	3118	Thioredoxin domain-containing protein	O	TrxA
369296	1.54926484182791	2.49590222222496	0.858857608369277	-	-	-	conserved hypothetical
369297	1.56451498025192	2.59664899107725	0.918963248198436	178	Excinuclease ATPase subunit	L	UvrA
369298	1.36661948795086	2.22686316301776	0.769538176625263	264	Translation elongation factor Ts	J	Tsf
369299	1.62116881164266	2.67852573089451	0.936062119939161	528	Uridylate kinase	F	PyrH
369300	1.37727610964298	2.23316705987977	0.823099085921641	233	Ribosome recycling factor	J	Frr
369301	1.61039059596688	2.71238478022835	0.944888515131432	575	CDP-diglyceride synthetase	I	CdsA
369302	1.6364591270793	2.68230697639704	0.873040302881372	743	1-deoxy-D-xylulose 5-phosphate reductoisomerase	I	Dxr
369303	1.81732381483585	3.08789743276761	1.01032740495667	-	-	-	predicted protease
369304	1.45465835724658	2.35444151507767	0.833117888905469	2176	DNA polymerase III, alpha subunit (gram-positive type)	L	PolC
369305	1.53944396133275	2.51261523058578	0.892643012066968	1112	Superfamily I DNA and RNA helicases and helicase subunits	L	UvrD
369306	1.50199628236258	2.54182611021039	0.874973469315293	-	-	-	unique hypothetical
369307	1.49673069400182	2.48873001430192	0.840122004002007	-	-	-	AprE-like
369308	1.64662214294585	2.75764031091394	0.940485473141967	-	-	-	unique hypothetical
369309	1.50145264015262	2.55370639925763	0.850809604352434	-	-	-	AprE-like
369310	1.60592081749391	2.63497772540507	0.833025878125079	-	-	-	unique hypothetical
369311	1.73277481573782	2.88326665753895	0.969379937088449	3328	Transposase and inactivated derivatives	L	predicted transposase
369312	1.43983273770568	2.37467057709292	0.842336610624014	1277	ABC-type transport system involved in multi-copper enzyme maturation, permease component	R	conserved hypothetical
369313	1.50605186686539	2.51038445211858	0.833853656214513	1131	ABC-type multidrug transport system, ATPase component	V	CcmA
369314	1.43827314041004	2.3407727597195	0.800742800356073	-	-	-	unique hypothetical
369315	1.42681625896942	2.33006613827744	0.770163442946441	-	-	-	unique hypothetical
369316	1.32954346328723	2.18536649223468	0.762699625451063	-	-	-	unique hypothetical
369317	1.42106202117297	2.33001503177681	0.816246479053822	-	-	-	unique hypothetical
369318	1.63917986744202	2.880160256138	0.966844448153748	-	-	-	unique hypothetical
369319	1.79020462593577	2.98563366653801	0.932408400710216	-	-	-	unique hypothetical
369320	1.54526033709877	2.58461186967942	0.861408520390092	1404	Subtilisin-like serine proteases	O	AprE-like
369321	1.53919705103687	2.57337172309143	0.889598821440863	-	-	-	unique hypothetical
369322	1.56295853803914	2.62136984081909	0.910607338208562	-	-	-	unique hypothetical
369323	1.45841835866995	2.3353931487415	0.832364457185847	195	Transcription elongation factor	K	NusA-homolog
369324	1.56449524493848	2.47738057258979	0.899739438108268	-	-	-	unique hypothetical
369325	1.5238103500588	2.51213201139485	0.887828455961785	532	Translation initiation factor 2 (IF-2; GTPase)	J	InfB/IF-2
369326	1.50384657999823	2.5367233402882	0.916367076290682	858	Ribosome-binding factor A	J	RbfA
369327	1.53534809424085	2.54541836853551	0.864115008750814	-	-	-	conserved hypothetical lipoprotein
369328	1.5729916372268	2.65256292196344	0.973306034664614	-	-	-	conserved hypothetical
369329	1.6477288131927	2.71503250449444	0.91406854074582	130	Pseudouridine synthase	J	TruB
369330	1.51200216103642	2.38816574529202	0.809088999392015	482	Predicted tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop ATPase d	J	TrmU
369331	1.57084893777707	2.58865551779678	0.868715764646166	427	Acetyl-CoA hydrolase	C	ACH-1
369332	1.39490514240497	2.25964831710908	0.801756761818028	13	Alanyl-tRNA synthetase	J	AlaS
369333	1.61198225266499	2.57169003558514	0.903334090362349	816	Predicted endonuclease involved in recombination (possible Holliday junction resolvase in Mycoplasma	L	conserved hypothetical
369334	1.62257721193119	2.6069602462402	0.895276462479719	4122	Predicted O-methyltransferase	R	SmtA
369335	1.45499662747306	2.31759493059839	0.79859873760212	826	Collagenase and related proteases	O	collagenase
369336	1.45352923788125	2.36343797316727	0.835745265883876	826	Collagenase and related proteases	O	collagenase
369337	1.44626527599996	2.44229050987785	0.95099472720256	-	-	-	RpsT
369338	1.4867724901902	2.38049619853356	0.821090922322555	-	-	-	conserved hypothetical
369339	1.54898896457097	2.5002286689543	0.839388271666621	223	Methionyl-tRNA formyltransferase	J	Fmt
369340	1.43773473105264	2.2890707396013	0.800878280204836	-	-	-	conserved hypothetical
369341	1.45238334262288	2.38132354935144	0.884377782369328	2731	Beta-galactosidase, beta subunit	G	conserved hypothetical
369342	1.63260314435741	2.66806634017309	0.929805116456635	-	-	-	unique hypothetical
369343	1.55627964724721	2.54191278000351	0.904649356903782	217	Uncharacterized conserved protein	S	conserved hypothetical
369344	1.54078911096907	2.6326800187382	0.880079577232709	1263	Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific	G	PtsG
369345	1.49060155363263	2.46993614509406	0.872974791792561	1012	NAD-dependent aldehyde dehydrogenases	C	PutA
369346	1.53600102953098	2.55999830788493	0.920320847520344	254	Ribosomal protein L31	J	RpmE
369347	1.45137466983793	2.37817954171137	0.830976917641559	216	Protein chain release factor A	J	PrfA
369348	1.58947351818999	2.53940474464202	0.8435127932502	2890	Methylase of polypeptide chain release factors	J	HemK
369349	1.60773537857526	2.59435270733594	0.897436891004126	9	Putative translation factor (SUA5)	J	conserved hypothetical
369350	1.41401071737232	2.2715088500973	0.845823512521813	698	Ribose 5-phosphate isomerase RpiB	G	RpiB
369351	1.46422143816868	2.49152503279624	0.919099581956867	-	-	-	unique hypothetical
369352	1.48258212478812	2.42930104131966	0.859508045434284	3331	Penicillin-binding protein-related factor A, putative recombinase	R	conserved hypothetical
369353	1.48042383822052	2.46593515116455	0.89010295280147	776	Bacterial nucleoid DNA-binding protein	L	HimA/Hu
369354	1.36976893885886	2.17148975117457	0.802640899053402	-	-	-	unique hypothetical
369355	1.59943487494759	2.71110022638479	0.985122740080472	-	-	-	unique hypothetical
369356	1.52644226342914	2.48902514780653	0.857118125260248	244	Ribosomal protein L10	J	RplJ
369357	1.25963036476286	2.07836569245569	0.826641176377187	222	Ribosomal protein L7/L12	J	RplL
369358	1.40889135026871	2.40138600544504	0.957449035109913	333	Ribosomal protein L32	J	RpL32/RmpF
369359	1.48188773839068	2.52525756767773	0.995408515104929	-	-	-	unique hypothetical
369360	1.54089052432172	2.48305609103924	0.879982251670261	484	DnaJ-class molecular chaperone with C-terminal Zn finger domain	O	DnaJ
369361	1.55491754916759	2.62830072159361	0.922812794061825	-	-	-	conserved hypothetical lipoprotein
369362	1.59949262100137	2.69504817083247	0.943725749464715	534	Na+-driven multidrug efflux pump	V	conserved hypothetical
369363	1.48683949940281	2.41145717448154	0.845425888394803	143	Methionyl-tRNA synthetase	J	MetG
369364	1.51543881498577	2.54741458842632	0.849136643989027	-	-	-	conserved hypothetical lipoprotein
369365	1.63965658640766	2.77388180948648	0.93266261624838	534	Na+-driven multidrug efflux pump	V	conserved hypothetical
369366	1.55052982804118	2.60511675000868	0.913768517275042	-	-	-	unique hypothetical
369367	1.51858359799739	2.48722156869216	0.877763748291024	143	Methionyl-tRNA synthetase	J	MetS/MetG
369368	1.71239055689242	2.81731372886768	0.946677221954478	1160	Predicted GTPases	R	predicted GTPase
369369	1.42309281459512	2.33481665177911	0.838014055657532	283	Cytidylate kinase	F	Cmk
369370	1.5599354628141	2.55025646201151	0.90565651251191	-	-	-	unique hypothetical
369371	1.46613917048208	2.45717355926269	0.9311527367477	693	Putative intracellular protease/amidase	R	conserved hypothetical
369372	1.47699174100742	2.46617900917262	0.83099758366564	-	-	-	AprE-like
369373	1.5743524332031	2.67266571044169	0.932075260215398	-	-	-	unique hypothetical
369374	1.62258108487803	2.71580913922792	0.934273689678708	-	-	-	unique hypothetical
369375	1.68487538950696	2.77574826728962	0.943780156231372	3328	Transposase and inactivated derivatives	L	predicted transposase
369376	1.55271736994887	2.65442023256341	0.937879477237286	-	-	-	unique hypothetical
369377	1.48623316921815	2.59961136577974	0.903177216348558	-	-	-	unique hypothetical
369378	1.57818515576983	2.5054955485909	0.837447593869671	324	tRNA delta(2)-isopentenylpyrophosphate transferase	J	MiaA
369379	1.42227705674939	2.26783229634679	0.789124719876255	635	Coproporphyrinogen III oxidase and related Fe-S oxidoreductases	H	HemN
369380	1.48717559268183	2.38878020819493	0.848047400845611	1196	Chromosome segregation ATPases	D	Smc-like
369381	1.60517896366958	2.58857872976005	0.893805121818236	552	Signal recognition particle GTPase	U	FtsY
369382	1.66793621189203	2.61960689399494	0.945071158538351	2739	Uncharacterized protein conserved in bacteria	S	conserved hypothetical
369383	1.47254348919041	2.35546303008452	0.829519400033076	-	-	-	conserved hypothetical
369384	1.41356684803963	2.28716589360142	0.905867292566029	-	-	-	conserved hypothetical
369385	1.53015713349428	2.4747329071742	0.874937715673089	441	Threonyl-tRNA synthetase	J	ThrS
369386	1.62152188833598	2.63254038111338	0.862861903115377	-	-	-	unique hypothetical
369387	1.35679567755096	2.11240752424559	0.717198371808802	-	-	-	HMW3
369388	1.61331960832179	2.62643313340608	0.902077964535638	510	Predicted choline kinase involved in LPS biosynthesis	M	LicA/CotS
369389	1.67137635261688	2.81164147101604	0.929054372604787	-	-	-	MGC2
369390	1.44123918973694	2.48064290001646	0.864273257073533	-	-	-	GapA
369391	1.40590747601957	2.41707092135395	0.81781584183101	-	-	-	CrmA
369392	1.54716219195202	2.60916170562811	0.913989970321286	-	-	-	CrmB
369393	1.5770965539089	2.65646663012028	0.911505379681624	-	-	-	CrmC
369394	1.56749764105596	2.53593767461749	0.870926895735266	124	Histidyl-tRNA synthetase	J	HisS
369395	1.60015136993025	2.58739935945989	0.889502225105484	173	Aspartyl-tRNA synthetase	J	AspS
369396	1.64067374036574	2.70229753569659	0.909896058888317	317	Guanosine polyphosphate pyrophosphohydrolases/synthetases	TK	SpoT
369397	1.54201176738644	2.5423624705756	0.882271585642407	504	CTP synthase (UTP-ammonia lyase)	F	PyrG
369398	1.59771656071478	2.69211234406503	0.935620618715154	342	Preprotein translocase subunit SecD	U	conserved hypothetical
369399	1.59272928069324	2.63544323199557	0.90194551251484	503	Adenine/guanine phosphoribosyltransferases and related PRPP-binding proteins	F	Apt
369400	1.67765213588511	2.90514409636862	0.970158143055925	-	-	-	conserved hypothetical
369401	1.60308054028958	2.66046558774223	0.917486753065174	-	-	-	unique hypothetical
369402	1.42599509093776	2.32313375381111	0.835996004287164	782	Transcription elongation factor	K	GreA
369403	1.57438309328346	2.68285440605694	0.959154068768925	531	Amino acid transporters	E	PotE
369404	1.53390434094278	2.46000901115976	0.897095594250236	783	DNA-binding ferritin-like protein (oxidative damage protectant)	P	neutrophil activating factor
369405	1.35983527065543	2.37050297952121	0.810161317791251	-	-	-	VlhA.4.01
369406	1.45844655364483	2.45303241644144	0.821885536102235	-	-	-	VlhA.4.02
369407	1.38849593807664	2.41157426745539	0.809832622447604	-	-	-	VlhA.4.04
369408	1.39239205779001	2.39958598340389	0.811999648174954	-	-	-	VlhA.4.05
369409	1.44429225919734	2.49018872844483	0.850773873894297	-	-	-	VlhA.4.06
369410	1.41997540748953	2.45239129614384	0.847388816789117	-	-	-	VlhA.4.07
369411	1.44989756273693	2.50502714058556	0.862832408428034	-	-	-	VlhA.4.08
369412	1.44445663912545	2.53434765125742	0.850649740854435	-	-	-	VlhA.4.09
369413	1.43893882769312	2.4523534033974	0.802905004913136	-	-	-	VlhA.4.10
369414	1.39719957165727	2.40132718217389	0.828531469692405	-	-	-	VlhA.4.11
369415	1.43254586574666	2.46167970578607	0.839118433434991	-	-	-	VlhA.4.12
369416	1.49110847547599	2.48718810245055	0.859379791362311	-	-	-	conserved hypothetical lipoprotein
369417	1.55466884441559	2.65057038874921	0.895265146150765	756	dUTPase	F	conserved hypothetical
369418	1.49702906981549	2.47533290212592	0.884918056633967	1214	Inactive homolog of metal-dependent proteases, putative molecular chaperone	O	conserved hypothetical
369419	1.52678256055964	2.46749247330912	0.868837352234821	564	Pseudouridylate synthases, 23S RNA-specific	J	RluA
369420	1.43956856702798	2.3730747395163	0.858730507485823	597	Lipoprotein signal peptidase	MU	LspA
369421	1.61473596421152	2.71530316840764	0.954983734393967	693	Putative intracellular protease/amidase	R	conserved hypothetical
369422	1.50209394811755	2.47176194840543	0.876595070030543	596	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)	R	LipA
369423	1.45384962635479	2.39308147267153	0.849803494886678	85	DNA-directed RNA polymerase, beta subunit/140 kD subunit	K	RpoB
369424	1.46337668584078	2.42732556133923	0.851944904423071	86	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	K	RpoC
369425	1.49599995164907	2.47614782375195	0.877221968813988	-	-	-	conserved hypothetical
369426	1.58996032533286	2.63643234713807	0.908886030549669	-	-	-	conserved hypothetical
369427	1.55667296310731	2.54610003803507	0.883467055621646	-	-	-	unique hypothetical
369428	1.42424149176951	2.37723695079833	0.851313788714475	-	-	-	HatA
369429	1.44537404914416	2.38071724233759	0.821730980136246	3638	ABC-type phosphate/phosphonate transport system, ATPase component	P	HatB
369430	1.6534672155677	2.8278461667294	0.946093453304363	3639	ABC-type phosphate/phosphonate transport system, permease component	P	HatC
369431	1.46956985026351	2.37207051388781	0.842638837930492	442	Prolyl-tRNA synthetase	J	ProS
369432	1.56010300108467	2.540101778976	0.890002443029477	-	-	-	unique hypothetical
369433	1.67916704491135	2.78254498401585	0.930852227731355	-	-	-	unique hypothetical
369434	1.70763006235257	2.80116775966607	0.925238506729798	-	-	-	unique hypothetical
369435	1.75517673680447	2.83333944753347	0.947498594114399	236	Acyl carrier protein	IQ	AcpP
369436	1.36317649896371	2.2689084054869	0.741641962652345	50	GTPases - translation elongation factors	J	TufB
369437	1.37977941161146	2.25012174600754	0.794255235664709	1307	Uncharacterized protein conserved in bacteria	S	DegV
369438	1.51741060708711	2.45577795952533	0.855657135380374	73	EMAP domain	R	ARC1
369439	1.53660637574236	2.62442885804193	0.915633820654662	534	Na+-driven multidrug efflux pump	V	conserved hypothetical
369440	1.54487233196939	2.61139036322621	0.919798939923524	-	-	-	unique hypothetical
369441	1.74404025331554	2.79438269982475	0.973778287708167	-	-	-	unique hypothetical
369442	1.51523814946305	2.45398488142428	0.86237523340519	587	DNA polymerase III, alpha subunit	L	DnaE
369443	1.48020406692461	2.38277849742993	0.8227327940863	258	5'-3' exonuclease (including N-terminal domain of PolI)	L	Exo
369444	1.53184424172692	2.46841648436905	0.872965593600996	266	Formamidopyrimidine-DNA glycosylase	L	Nei
369445	1.49794037530754	2.37189028053237	0.845837875938257	237	Dephospho-CoA kinase	H	CoaE
369446	1.46643388024544	2.41948140186348	0.858268027576345	3611	Replication initiation/membrane attachment protein	L	conserved hypothetical
369447	1.42712423890085	2.26242120838661	0.780702257844146	-	-	-	conserved hypothetical
369448	1.51492014180495	2.5398427115158	0.903765904482752	474	Cation transport ATPase	P	MgtA
369449	1.54876453683587	2.52469287882703	0.889493370632417	17	Aspartyl/asparaginyl-tRNA synthetases	J	AsnS
369450	1.75670730646692	2.9620374721701	0.97801276124798	558	Phosphatidylglycerophosphate synthase	I	PgsA
369451	1.45643838585827	2.38060040307492	0.829413586391889	-	-	-	unique hypothetical
369452	1.55221207171268	2.53781617930031	0.866071555789334	1211	4-diphosphocytidyl-2-methyl-D-erithritol synthase	I	conserved hypothetical
369453	1.49825270670724	2.40749455181297	0.842164001625331	-	-	-	unique hypothetical
369454	1.61229643291656	2.73882414339058	0.963402650540552	-	-	-	unique hypothetical
369455	1.48881243664269	2.49318756928594	0.868899023320439	-	-	-	conserved hypothetical lipoprotein
369456	1.50960490976817	2.48760634851909	0.851734915352398	3839	ABC-type sugar transport systems, ATPase components	G	ABC transporter ATP-binding protein
369457	1.59367745426225	2.69533039114877	0.923621595282545	1175	ABC-type sugar transport systems, permease components	G	ABC transporter permease protein
369458	1.70727526940591	2.92409881170741	1.00457336986358	395	ABC-type sugar transport system, permease component	G	ABC transporter permease protein
369459	1.27050629654854	2.05864880263035	0.558672313087083	-	-	-	unique hypothetical
369460	1.50897832867397	2.48524618229295	0.870764648396564	274	Deoxyribose-phosphate aldolase	F	DeoC
369461	1.69769523095989	2.79513419105462	0.949421312387755	3328	Transposase and inactivated derivatives	L	predicted transposase
369462	1.35184337385017	2.26248529298504	0.705684690203215	561	Predicted hydrolases of the HAD superfamily	R	conserved hypothetical
369463	1.44617177285101	2.31656300730828	0.628206673596521	-	-	-	conserved hypothetical
369464	1.54558166572432	2.68464049938742	0.842071651788959	-	-	-	unique hypothetical
369465	1.37173945507035	2.23711929553019	0.681106543883415	1136	ABC-type antimicrobial peptide transport system, ATPase component	V	ABC transporter ATPase component
369466	1.42087718238992	2.38676092810444	0.675093042514838	-	-	-	ABC transporter ATP-binding protein
369467	1.40866592015388	2.27329371257075	0.741901785692691	-	-	-	LepB
369468	1.75192321465682	2.89246564359376	0.958602403504334	480	Translation elongation factors (GTPases)	J	FusA
369469	1.72525132112232	2.85916360635751	0.953689373929898	-	-	-	unique hypothetical
369470	1.42485935418787	2.31979533495133	0.664997820758041	17	Aspartyl/asparaginyl-tRNA synthetases	J	AsnS
369471	1.4238583562436	2.35313203497184	0.638731819642042	1363	Cellulase M and related proteins	G	conserved hypothetical
369472	1.54321593412841	2.57859799382589	0.743927994718864	2226	Methylase involved in ubiquinone/menaquinone biosynthesis	H	conserved hypothetical
369473	1.45627902709736	2.39000667339595	0.970787869590564	-	-	-	unique hypothetical
369474	1.3957102648439	2.272631979152	0.736621382614071	1322	Uncharacterized protein conserved in bacteria	S	conserved hypothetical
369475	1.51271625083189	2.45828246604067	0.804616040640882	-	-	-	unique hypothetical
369476	1.51222700830588	2.42804272629781	0.781146952533207	5421	Transposase	L	predicted transposase
369477	1.43980715009289	2.38184647087595	0.888700918666782	431	Predicted flavoprotein	R	conserved hypothetical
369478	1.46824388198517	2.3068589395521	0.843575089564956	-	-	-	unique hypothetical
369479	1.46049772256111	2.35607360323066	0.828708789930076	-	-	-	unique hypothetical
369480	1.51738010807155	2.42216572161238	0.832195868630248	-	-	-	unique hypothetical
369481	1.4672893248433	2.37880264416697	0.86867698439097	561	Predicted hydrolases of the HAD superfamily	R	conserved hypothetical
369482	1.81036482448259	3.02846473130086	0.964215623163769	-	-	-	CrmB-like
369483	1.51382347180239	2.50842478904577	0.853223361705952	-	-	-	unique hypothetical
369484	1.5848467986026	2.70972536539611	0.905276210581047	-	-	-	conserved hypothetical
369485	1.45502265287558	2.32394325520055	0.868353842408846	221	Inorganic pyrophosphatase	C	Ppa
369486	1.5963825938799	2.55853974633715	0.877018568512988	1451	Predicted metal-dependent hydrolase	R	predicted metal-dependent hydrolase
369487	1.54218594987911	2.53308592545923	0.868625425957477	396	ABC-type transport system involved in Fe-S cluster assembly, ATPase component	O	SufC
369488	1.42732983929587	2.39153767583121	0.810293119238509	719	ABC-type transport system involved in Fe-S cluster assembly, permease component	O	conserved hypothetical
