Taxon	Scaffold	Gene1	Gene2	Consecutive	Sep	Code	Strand1	Strand2	GNScore	GNWithin	GNAll	GNMinus	CAI	CAI.Alm	CBI	COG	COGanno	COGfun	Annotation	nCAI	nCAI.Alm	nCBI	nCOG	nCOGanno	nCOGfun	nAnnotation	MI	HK	CAIdsqr	CAIdxdy	CAIlogpratio	CAIdxdyR	CAIdsqrR	COGsim	N1	N2	forward	forwardplus	sumBias	same	bbfGNScore	bbfGNMinus	bbfGNWithin	bbfGNAll	bbfHK	bbfMI	bbfCAIdxdyR	bbfCAIdsqrR	COGsimClass	cfCOG	pSame
226185	242	354320	354321	1	  40	Convergent	+	-	  0.000000	0	  0.000000	 -3.71620756	1.697879	2.835285	0.9406853	1307	Uncharacterized protein conserved in bacteria	S	DegV family protein	1.501237	2.490882	0.8802725	488	ATPase components of ABC transporters with duplicated ATPase domains	R	ABC transporter, ATP-binding protein	 8.545345e-02	12	3.866797e-02	 8.691050e-03	 8.884137e-02	 1.813345e-03	4.945965e-01		12	28	 TRUE	 TRUE	  14	FALSE	1.032943	0.6047585	1.323281	1.033049	1.385671	2.0171806	1.155030	1.208433	U	1.222610	0.6665134
226185	242	354321	354322	1	 253	Divergent	-	+	  0.000000	0	  0.000000	 -0.98565576	1.501237	2.490882	0.8802725	488	ATPase components of ABC transporters with duplicated ATPase domains	R	ABC transporter, ATP-binding protein	1.776288	2.933600	0.9616858	3933	Transcriptional antiterminator	K	sigma-54 interaction domain protein	 4.082047e-02	 3	7.565310e-02	-9.642053e-03	-2.081911e-02	-2.166947e-01	1.025855e+00		28	 3	FALSE	 TRUE	  13	FALSE	1.032943	0.6748247	1.323281	1.033049	1.115148	1.4193375	1.122941	1.136641	U	1.222610	0.6778284
226185	242	354322	354323	1	 202	Same	+	+	  4.711064	0	  6.182352	  6.18235171	1.776288	2.933600	0.9616858	3933	Transcriptional antiterminator	K	sigma-54 interaction domain protein	1.707082	2.972468	0.9473922	3444	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB	G	PTS system, IIB component	 1.696582e-01	 3	4.789515e-03	-1.153353e-03	 3.130013e-02	 9.858723e-03	7.556320e-02	0	 3	 3	 TRUE	 TRUE	  14	 TRUE	2.395890	2.2443870	1.323281	1.850599	1.115148	2.5312516	1.159369	1.365420	N	1.041454	0.8812954
226185	242	354323	354324	1	 235	Same	+	+	  0.000000	0	  0.000000	 -0.81683489	1.707082	2.972468	0.9473922	3444	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB	G	PTS system, IIB component	1.343577	2.310203	0.8203748	3444	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB	G	PTS system, mannose-specific IIAB components	 3.242777e-02	 3	1.321358e-01	 1.094870e-02	 1.429238e-01	-3.056617e-02	9.681448e-01	G	 3	10	 TRUE	 TRUE	  15	 TRUE	1.032943	0.6885985	1.323281	1.033049	1.115148	1.2848748	1.139795	1.140230	Y	2.925846	0.8559208
226185	242	354324	354325	1	  35	Same	+	+	 17.309713	0	 58.828104	 58.82810443	1.343577	2.310203	0.8203748	3444	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB	G	PTS system, mannose-specific IIAB components	1.401234	2.636754	0.9085508	3715	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIC	G	PTS system, mannose-specific IIC component	 3.960331e-01	10	3.324382e-03	 1.306797e-01	 4.404776e-01	 8.448489e-01	4.124989e-03	G	10	10	 TRUE	 TRUE	  16	 TRUE	3.478800	3.7601394	1.323281	3.833165	1.249606	2.8870288	1.809564	1.634118	Y	2.925846	0.9881983
226185	242	354325	354326	1	  23	Same	+	+	 16.695038	0	 56.034896	 56.03489642	1.401234	2.636754	0.9085508	3715	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIC	G	PTS system, mannose-specific IIC component	1.457158	2.528030	0.8865601	3716	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IID	G	PTS system, mannose-specific IID component	 2.824945e-01	10	3.127453e-03	 9.276457e-02	 3.208408e-01	 7.017604e-01	9.405387e-03	G	10	10	 TRUE	 TRUE	  17	 TRUE	3.457948	3.7266851	1.323281	3.798230	1.249606	2.7943311	1.760344	1.574221	Y	2.925846	0.9878687
226185	242	354326	354327	1	 162	Same	+	+	  7.957216	0	 14.215506	 13.53310022	1.457158	2.528030	0.8865601	3716	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IID	G	PTS system, mannose-specific IID component	1.832318	3.016702	0.9722719	4687	Uncharacterized protein conserved in bacteria	S	conserved hypothetical protein	 2.329131e-01	 9	1.407453e-01	-2.703013e-02	-8.430281e-02	-3.849019e-01	1.631895e+00		10	 9	 TRUE	 TRUE	  18	 TRUE	2.831663	2.6388204	1.323281	2.432968	1.194861	2.7037469	1.134030	1.096108	U	1.222610	0.9222619
226185	242	354327	354328	1	 248	Same	+	+	  0.000000	0	  0.000000	 -0.31411533	1.832318	3.016702	0.9722719	4687	Uncharacterized protein conserved in bacteria	S	conserved hypothetical protein	1.444228	2.533773	0.9276459	3247	Uncharacterized conserved protein	S	membrane protein, putative	 6.538236e-03	 3	1.506140e-01	-2.828780e-02	-2.105057e-02	-3.967835e-01	1.694846e+00		 9	 3	 TRUE	 TRUE	  19	 TRUE	1.032943	0.7495186	1.323281	1.033049	1.115148	0.9061175	1.134423	1.093731	U	1.222610	0.6896650
226185	242	354328	354329	1	  47	Convergent	+	-	  0.000000	0	  0.000000	  0.00000000	1.444228	2.533773	0.9276459	3247	Uncharacterized conserved protein	S	membrane protein, putative	2.007962	3.668608	1.1664063	-	-	-	conserved hypothetical protein	 0.000000e+00	 0	3.177961e-01	-7.936885e-02	-2.272236e-01	-6.585140e-01	2.634106e+00		 3	 0	 TRUE	 TRUE	  20	FALSE	1.032943	1.1557132	1.323281	1.033049	1.241524	1.1865234	1.147564	1.064311	U	1.222610	0.7495581
226185	242	354329	354330	1	 198	Divergent	-	+	  0.000000	0	  0.000000	  0.00000000	2.007962	3.668608	1.1664063	-	-	-	conserved hypothetical protein	1.923338	3.299327	0.9799640	1737	Transcriptional regulators	K	phosphosugar-binding transcriptional regulator, putative	 0.000000e+00	 0	7.161248e-03	 5.138620e-02	 1.840906e-01	 5.573239e-01	1.396556e-02		 0	 0	FALSE	 TRUE	  19	FALSE	1.032943	1.1557132	1.323281	1.033049	1.241524	1.1865234	1.685338	1.536861	U	1.222610	0.7495581
226185	242	354330	354331	1	 149	Same	+	+	  0.000000	0	  0.000000	  0.00000000	1.923338	3.299327	0.9799640	1737	Transcriptional regulators	K	phosphosugar-binding transcriptional regulator, putative	1.771132	3.107862	1.0033998	1263	Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific	G	PTS system, IIBC components	 0.000000e+00	 0	2.316681e-02	 6.793772e-03	 4.146555e-02	 1.971456e-01	1.632015e-01	0	 0	 6	 TRUE	 TRUE	  20	 TRUE	1.032943	1.1557132	1.323281	1.033049	1.241524	1.1865234	1.415045	1.295431	N	1.041454	0.7284808
226185	242	354331	354332	1	  15	Same	+	+	  6.699500	0	 22.855511	 22.85551124	1.771132	3.107862	1.0033998	1263	Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific	G	PTS system, IIBC components	1.931925	3.185728	0.9757767	1168	Bifunctional PLP-dependent enzyme with beta-cystathionase and maltose regulon repressor activities	E	aminotransferase, class II	 4.761494e-02	 3	2.585442e-02	 7.103593e-03	 7.622193e-02	 2.019182e-01	1.769723e-01	0	 6	 3	 TRUE	 TRUE	  21	 TRUE	2.702925	2.9895330	1.323281	2.873273	1.115148	1.5247054	1.420848	1.291202	N	1.041454	0.9308888
226185	242	354332	354333	1	 100	Same	+	+	  0.000000	0	  0.000000	 -0.03636764	1.931925	3.185728	0.9757767	1168	Bifunctional PLP-dependent enzyme with beta-cystathionase and maltose regulon repressor activities	E	aminotransferase, class II	1.628219	2.738197	0.9095676	251	Putative translation initiation inhibitor, yjgF family	J	endoribonuclease L-PSP, putative	-1.734735e-02	 3	9.223727e-02	-2.103234e-02	-4.576194e-02	-2.232444e-01	1.045464e+00	0	 3	40	 TRUE	 TRUE	  22	 TRUE	1.032943	0.7929694	1.323281	1.033049	1.115148	1.6489799	1.123395	1.134772	N	1.041454	0.6728427
226185	242	354333	354334	1	 191	Same	+	+	  0.000000	0	  0.000000	 -1.69866064	1.628219	2.738197	0.9095676	251	Putative translation initiation inhibitor, yjgF family	J	endoribonuclease L-PSP, putative	1.784267	3.048691	0.9789353	2898	Uncharacterized conserved protein	S	membrane protein, putative	-3.199899e-02	 9	2.435102e-02	-5.257914e-03	 1.415597e-02	-1.037072e-01	4.149776e-01		40	 9	 TRUE	 TRUE	  23	 TRUE	1.032943	0.6450145	1.323281	1.033049	1.194861	1.6637994	1.124373	1.227720	U	1.222610	0.6730388
226185	242	354334	354335	1	  37	Convergent	+	-	  0.000000	0	  0.000000	 -0.78143812	1.784267	3.048691	0.9789353	2898	Uncharacterized conserved protein	S	membrane protein, putative	1.786467	3.116401	1.0192554	4485	Predicted membrane protein	S	membrane protein, putative	 1.859350e-02	 5	4.838799e-06	 2.530588e-03	 4.381002e-02	 1.104524e-01	6.971231e-05		 9	 5	 TRUE	 TRUE	  24	FALSE	1.032943	0.6909182	1.323281	1.033049	1.090914	1.0754025	1.313706	1.770986	U	1.222610	0.6803987
226185	242	354335	354336	1	 416	Same	-	-	  0.000000	0	  0.000000	  0.00000000	1.786467	3.116401	1.0192554	4485	Predicted membrane protein	S	membrane protein, putative	1.376136	2.223451	0.9882223	-	-	-	hypothetical protein	 0.000000e+00	 0	1.683715e-01	-1.845423e-02	 3.497294e-02	-3.077968e-01	1.565311e+00		 5	 0	FALSE	 TRUE	  23	 TRUE	1.032943	1.1557132	1.323281	1.033049	1.241524	1.1865234	1.129223	1.099694	U	1.222610	0.7495581
226185	242	354336	354337	1	 -21	Same	-	-	  0.000000	0	  0.000000	  0.00000000	1.376136	2.223451	0.9882223	-	-	-	hypothetical protein	1.888637	3.032697	0.8956565	4283	Uncharacterized conserved protein	S	conserved hypothetical protein	 0.000000e+00	 0	2.626576e-01	-5.512461e-02	-1.932678e-01	-5.703639e-01	2.366104e+00		 0	 5	FALSE	 TRUE	  22	 TRUE	1.032943	1.1557132	1.323281	1.033049	1.241524	1.1865234	1.143360	1.070614	U	1.222610	0.7495581
226185	242	354337	354338	1	   8	Same	-	-	  0.000000	0	  0.000000	 -0.57171759	1.888637	3.032697	0.8956565	4283	Uncharacterized conserved protein	S	conserved hypothetical protein	1.762873	2.887268	0.8868420	2764	Uncharacterized protein conserved in bacteria	S	conserved hypothetical protein	 1.351416e-02	 3	1.581658e-02	 4.273289e-03	 3.861662e-02	 1.534054e-01	1.426190e-01		 5	 3	FALSE	 TRUE	  21	 TRUE	1.032943	0.7105837	1.323281	1.033049	1.115148	0.9968525	1.358546	1.306713	U	1.222610	0.6835247
226185	242	354338	354339	1	  77	Divergent	-	+	  1.665008	0	  1.665008	  1.00969016	1.762873	2.887268	0.8868420	2764	Uncharacterized protein conserved in bacteria	S	conserved hypothetical protein	1.750571	2.735995	0.8397728	2378	Predicted transcriptional regulator	K	conserved hypothetical protein	 7.846874e-02	 3	1.513390e-04	 4.318501e-04	 3.663353e-02	 4.944995e-02	2.021245e-03		 3	12	FALSE	 TRUE	  20	FALSE	1.679236	1.7730779	1.323281	1.349010	1.115148	1.9451905	1.211833	1.671589	U	1.222610	0.8392982
226185	242	354339	354340	1	  92	Convergent	+	-	  0.000000	0	  0.000000	 -2.26255568	1.750571	2.735995	0.8397728	2378	Predicted transcriptional regulator	K	conserved hypothetical protein	1.712573	2.904894	0.9473215	14	Gamma-glutamyl phosphate reductase	E	gamma-glutamyl phosphate reductase	 3.985287e-02	12	1.443892e-03	-3.488760e-04	 3.447208e-02	 1.019986e-02	2.258679e-02	0	12	47	 TRUE	 TRUE	  21	FALSE	1.032943	0.6307549	1.323281	1.033049	1.385671	1.4092089	1.160009	1.484876	N	1.041454	0.6461554
226185	242	354340	354341	1	 -13	Same	-	-	 12.724418	0	 26.076810	 26.02551719	1.712573	2.904894	0.9473215	14	Gamma-glutamyl phosphate reductase	E	gamma-glutamyl phosphate reductase	1.622115	2.731764	0.8970457	263	Glutamate 5-kinase	E	glutamate 5-kinase	 7.477127e-02	11	8.182651e-03	 2.538489e-03	 4.950447e-02	-1.710839e-02	1.504862e-01	E	47	11	FALSE	 TRUE	  20	 TRUE	3.255610	3.0817835	1.323281	2.994689	1.310583	1.9118751	1.147188	1.300490	Y	2.925846	0.9800516
226185	242	354341	354342	1	 326	Divergent	-	+	  0.000000	0	  0.000000	 -4.08677030	1.622115	2.731764	0.8970457	263	Glutamate 5-kinase	E	glutamate 5-kinase	1.704894	2.859955	0.9275692	756	dUTPase	F	deoxyuridine 5`-triphosphate nucleotidohydrolase, putative	 4.752068e-02	11	6.852438e-03	 3.405669e-03	 4.096705e-02	-7.146543e-03	1.284373e-01	0	11	34	FALSE	 TRUE	  19	FALSE	1.032943	0.6003078	1.323281	1.033049	1.310583	1.5188285	1.151436	1.314775	N	1.041454	0.6410369
226185	242	354342	354343	1	  79	Same	+	+	  6.975095	0	 16.341195	 10.59421109	1.704894	2.859955	0.9275692	756	dUTPase	F	deoxyuridine 5`-triphosphate nucleotidohydrolase, putative	1.788911	3.082699	1.0343602	1066	Predicted ATP-dependent serine protease	O	DNA repair protein RadA	 1.429603e-01	34	7.058895e-03	-1.624237e-03	 3.114130e-02	 7.241830e-03	1.027126e-01	0	34	51	 TRUE	 TRUE	  20	 TRUE	2.724523	2.4587616	1.323281	2.525991	2.125176	2.4023353	1.157418	1.334960	N	1.041454	0.9015797
226185	242	354343	354344	1	 101	Same	+	+	 10.370994	0	 26.204770	 26.10945956	1.788911	3.082699	1.0343602	1066	Predicted ATP-dependent serine protease	O	DNA repair protein RadA	1.609471	2.730265	0.9041562	4956	Integral membrane protein (PIN domain superfamily)	R	PIN domain protein	 6.722003e-02	12	3.219880e-02	-6.763846e-03	 1.956427e-02	-1.312307e-01	5.267198e-01		51	12	 TRUE	 TRUE	  21	 TRUE	3.089718	3.0880470	1.323281	2.998528	1.385671	1.7647845	1.121607	1.200429	U	1.222610	0.9450267
226185	242	354344	354345	1	  19	Same	+	+	  4.835204	0	 11.485281	 11.32679174	1.609471	2.730265	0.9041562	4956	Integral membrane protein (PIN domain superfamily)	R	PIN domain protein	1.774635	3.029913	0.9801208	245	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	I	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	 5.966316e-03	12	2.727903e-02	-4.971009e-03	 1.263169e-02	-1.147036e-01	4.661109e-01		12	34	 TRUE	 TRUE	  22	 TRUE	2.423714	2.4939161	1.323281	2.219151	1.385671	0.9015473	1.123213	1.215024	U	1.222610	0.9089975
226185	242	354345	354346	1	  53	Same	+	+	  4.835204	0	 11.485281	  6.31603178	1.774635	3.029913	0.9801208	245	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	I	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	1.401237	2.271508	0.8044855	8	Glutamyl- and glutaminyl-tRNA synthetases	J	glutamyl-tRNA synthetase	 9.318893e-02	34	1.394257e-01	-1.321389e-02	 4.431612e-02	-2.648923e-01	1.405679e+00	0	34	59	 TRUE	 TRUE	  23	 TRUE	2.423714	2.2496129	1.323281	2.219151	2.125176	2.0874618	1.125771	1.108887	N	1.041454	0.8821630
226185	242	354346	354347	1	 270	Same	+	+	  4.987966	0	 20.821743	 16.79711029	1.401237	2.271508	0.8044855	8	Glutamyl- and glutaminyl-tRNA synthetases	J	glutamyl-tRNA synthetase	1.848708	3.316314	1.0556346	1045	Serine acetyltransferase	E	serine O-acetyltransferase	 3.286341e-02	20	2.002305e-01	-3.794065e-02	-1.342544e-01	-4.716793e-01	2.012863e+00	0	59	20	 TRUE	 TRUE	  24	 TRUE	2.496540	2.7680753	1.323281	2.776691	1.798882	1.2985659	1.139469	1.080114	N	1.041454	0.9171935
226185	242	354347	354348	1	  -7	Same	+	+	  9.496515	0	 34.151664	 33.26893415	1.848708	3.316314	1.0556346	1045	Serine acetyltransferase	E	serine O-acetyltransferase	1.624755	2.663236	0.8914307	215	Cysteinyl-tRNA synthetase	J	cysteinyl-tRNA synthetase	 2.684869e-02	20	5.015526e-02	-1.253599e-02	-5.615269e-03	-1.731654e-01	7.351658e-01	0	20	68	 TRUE	 TRUE	  25	 TRUE	3.045467	3.3124403	1.323281	3.346949	1.798882	1.2109573	1.120966	1.168167	N	1.041454	0.9474673
226185	242	354348	354349	1	  -3	Same	+	+	 15.957741	0	 37.470834	 37.16586474	1.624755	2.663236	0.8914307	215	Cysteinyl-tRNA synthetase	J	cysteinyl-tRNA synthetase	1.623296	2.696405	0.9210848	1939	Uncharacterized protein conserved in bacteria	S	conserved hypothetical protein	 2.372633e-02	18	2.127720e-06	 1.232592e-02	 7.569290e-02	 1.077055e-01	2.639993e-05		68	18	 TRUE	 TRUE	  26	 TRUE	3.434119	3.4460557	1.323281	3.457995	1.711573	1.1631024	1.309730	1.779940	U	1.222610	0.9593917
226185	242	354349	354350	1	 -10	Same	+	+	 13.381404	0	 35.315171	 34.53365366	1.623296	2.696405	0.9210848	1939	Uncharacterized protein conserved in bacteria	S	conserved hypothetical protein	1.580764	2.694774	0.9517562	566	rRNA methylases	J	RNA methyltransferase, TrmH family	 1.183067e-01	18	1.809015e-03	 1.724211e-02	 9.685072e-02	 1.595401e-01	2.297454e-02		18	41	 TRUE	 TRUE	  27	 TRUE	3.297212	3.3701052	1.323281	3.383750	1.711573	2.2530894	1.367310	1.482742	U	1.222610	0.9562518
226185	242	354350	354351	1	  15	Same	+	+	  9.078421	0	 31.008088	 31.00808828	1.580764	2.694774	0.9517562	566	rRNA methylases	J	RNA methyltransferase, TrmH family	1.956101	3.141900	0.9604939	3688	Predicted RNA-binding protein containing a PIN domain	R	conserved hypothetical protein	 3.348315e-02	12	1.408783e-01	-3.410519e-02	-6.354899e-02	-3.599721e-01	1.509568e+00		41	12	 TRUE	 TRUE	  28	 TRUE	2.925033	3.2325987	1.323281	3.209868	1.385671	1.3070051	1.132238	1.102955	U	1.222610	0.9490074
226185	242	354351	354352	1	  86	Same	+	+	  7.657035	0	 22.266758	 20.65214003	1.956101	3.141900	0.9604939	3688	Predicted RNA-binding protein containing a PIN domain	R	conserved hypothetical protein	1.673921	2.683419	0.8693945	1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog	K	sigma-70 factor family protien	 1.465575e-01	12	7.962566e-02	-1.351264e-02	-2.970295e-02	-8.963353e-02	7.506659e-01		12	15	 TRUE	 TRUE	  29	 TRUE	2.793912	2.9151548	1.323281	2.835906	1.385671	2.4145532	1.125771	1.165709	U	1.222610	0.9352282
226185	242	354352	354353	1	 115	Same	+	+	  0.000000	0	  0.000000	 -4.58421431	1.673921	2.683419	0.8693945	1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog	K	sigma-70 factor family protien	1.673040	2.867076	1.0450626	4466	Uncharacterized protein conserved in bacteria	S	conserved hypothetical protein	 2.655785e-01	14	7.764866e-07	 3.790625e-03	 4.785191e-02	 1.527318e-02	4.991236e-05		15	14	 TRUE	 TRUE	  30	 TRUE	1.032943	0.5944104	1.323281	1.033049	1.507777	2.7598071	1.164903	1.774403	U	1.222610	0.6648255
