#gi	CAI	CAI_Alm	CBI	COG	COGanno	COGfun	Annotation
8611	1.51774156022688	2.43986995340327	0.857343196529981	76	Glutamate decarboxylase and related PLP-dependent proteins	E	group II decarboxylase
8612	1.50077199424351	2.44224145884985	0.907718821532047	1990	Uncharacterized conserved protein	S	conserved hypothetical protein
8613	1.474176167492	2.41408312394438	0.875092969003053	2603	Predicted ATPase	R	conserved hypothetical protein
8614	1.37556439954096	2.2201946612312	0.827571777457554	2603	Predicted ATPase	R	M. jannaschii predicted coding region MJ0053
8615	1.34350403776448	2.23059157089403	0.797741112483848	4022	Uncharacterized protein conserved in archaea	S	conserved hypothetical protein
8616	1.42652471867419	2.3259696396381	0.819517231195553	108	3,4-dihydroxy-2-butanone 4-phosphate synthase	H	GTP cyclohydrolase II (ribA)
8617	1.49662396158126	2.38757080776153	0.856192791593261	1339	Transcriptional regulator of a riboflavin/FAD biosynthetic operon	KH	conserved hypothetical protein
8618	1.61588248910447	2.74851560382965	0.976822878289639	25	NhaP-type Na+/H+ and K+/H+ antiporters	P	Na+/H+ antiporter
8619	1.46595127680693	2.49346739355649	0.900749672812282	4	Ammonia permease	P	ammonium transporter (amtB)
8620	1.46180763996849	2.32920258888255	0.943458876840595	347	Nitrogen regulatory protein PII	E	nitrogen regulatory protein P-II (glnB)
8621	1.41867911445469	2.26945039040052	0.814464644668207	5	Purine nucleoside phosphorylase	F	methylthioadenosine phosphorylase (mtaP)
8622	1.26095552820472	2.0160737328402	0.841840713083176	1146	Ferredoxin	C	ferredoxin
8623	1.46076104621436	2.39876225371675	0.885605883832427	9	Putative translation factor (SUA5)	J	hypothetical protein
8624	1.49045333724134	2.5076743659409	0.842995260394499	-	-	-	M. jannaschii predicted coding region MJ0063
8625	1.44723384788856	2.55991298159959	0.904757270067952	-	-	-	M. jannaschii predicted coding region MJ0064
8626	1.35862550441734	2.22036879153224	0.781122316860098	4069	Uncharacterized protein conserved in archaea	S	conserved hypothetical protein
8627	1.42401873803259	2.24261746937157	0.780900767688548	175	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase and related e	EH	sulfate adenylate transferase, subunit 2 (cysD)
8628	1.80666819911104	3.13377357798349	1.03336304187093	2383	Uncharacterized conserved protein	S	M. jannaschii predicted coding region MJ0067
8629	1.5034706488696	2.46517162795153	0.958612145727155	1885	Uncharacterized protein conserved in archaea	S	conserved hypothetical protein
8630	1.52782740376019	2.52681765037171	0.889994231058935	548	Acetylglutamate kinase	E	acetylglutamate kinase (argB)
8631	1.35716687712613	2.25883207626495	0.905542122915236	-	-	-	M. jannaschii predicted coding region MJ0070
8632	1.37661003726188	2.13606234565121	0.846554728644165	2026	Cytotoxic translational repressor of toxin-antitoxin stability system	JD	conserved hypothetical protein
8633	1.42874688308945	2.47245315207701	1.04893666082001	4087	Soluble P-type ATPase	R	M. jannaschii predicted coding region MJ0072
8634	1.35540015843403	2.24249690334643	0.836966776990332	4087	Soluble P-type ATPase	R	M. jannaschii predicted coding region MJ0073
8635	1.46353385239472	2.31576107770827	0.814476300822924	1672	Predicted ATPase (AAA+ superfamily)	R	M. jannaschii predicted coding region MJ0074
8636	1.61433712719697	2.56037096975192	0.908006062277109	1672	Predicted ATPase (AAA+ superfamily)	R	M. jannaschii predicted coding region MJ0075
8637	1.502813930675	2.46164772131952	0.873289628455264	2425	Uncharacterized protein containing a von Willebrand factor type A (vWA) domain	R	conserved hypothetical protein
8638	1.54813310059091	2.57535716634163	0.951236714096736	-	-	-	conserved hypothetical protein)
8639	1.47335373995701	2.38980363420779	0.871032232257674	-	-	-	M. jannaschii predicted coding region MJ0078
8640	1.50226051827762	2.4661121804938	0.894817947909157	714	MoxR-like ATPases	R	regulatory protein, putative (moxR)
8641	1.75711438041417	3.03696589694564	1.00163364087378	864	Predicted transcriptional regulators containing the CopG/Arc/MetJ DNA-binding domain and a metal-bin	K	conserved hypothetical protein
8642	1.50624610374255	2.50049722745766	0.891069117512492	4054	Methyl coenzyme M reductase, beta subunit	H	methyl coenzyme M reductase II, subunit beta (mrtB)
8643	1.52512836245787	2.38647398175909	0.848570864419017	4057	Methyl coenzyme M reductase, gamma subunit	H	methyl coenzyme M reductase II, subunit gamma (mtrG)
8644	1.47738234316315	2.40870294048291	0.835852025502505	4058	Methyl coenzyme M reductase, alpha subunit	H	methyl coenzyme M reductase II, subunit alpha (mtrA)
8645	1.45267467453889	2.37423601306251	0.838173611284757	3640	CO dehydrogenase maturation factor	D	CODH nickel-insertion accessory protein (cooC)
8646	1.43665589949963	2.28212443722262	0.831512147982769	614	ABC-type Fe3+-hydroxamate transport system, periplasmic component	P	iron transport periplasmic binding protein, putative (ceuE)
8647	1.56588155143024	2.52913497714768	0.862523435216762	500	SAM-dependent methyltransferases	QR	unspecified methyltransferase
8648	1.63076801957211	2.76761797888422	0.955474339784714	609	ABC-type Fe3+-siderophore transport system, permease component	P	hemin permease (hemU)
8649	1.41555051560869	2.26669037767555	0.842203194781683	-	-	-	M. jannaschii predicted coding region MJ0088
8650	1.45346483014818	2.37090618141999	0.870285686302919	1120	ABC-type cobalamin/Fe3+-siderophores transport systems, ATPase components	PH	ferric enterobactin transport ATP-binding protein
8651	1.43858981358624	2.31626804019984	0.825220725774895	826	Collagenase and related proteases	O	collagenase (prtC)
8652	1.64060261191346	2.83996843027169	1.00223396917138	530	Ca2+/Na+ antiporter	P	Na+/Ca+ exchanger protein, putative
8653	1.50876303612884	2.40967220104862	0.85731704443923	479	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit	C	heterodisulfide reductase, subunit D (hdrD)
8654	1.34451751353859	2.13470054683162	0.846804338883849	-	-	-	M. jannaschii predicted coding region MJ0093
8655	1.47740256059832	2.35902947579659	0.872533787831978	4052	Uncharacterized protein related to methyl coenzyme M reductase subunit C	R	methyl coenzyme M reductase II, operon protein C (mtrC)
8656	1.40998407794489	2.29005222734798	0.863926635259981	4921	Uncharacterized protein conserved in archaea	S	M. jannaschii predicted coding region MJ0095
8657	1.5420250065716	2.62569931874336	0.872647553578534	-	-	-	M. jannaschii predicted coding region MJ0096
8658	1.44487165908434	2.32134821510454	0.880623502369728	1601	Translation initiation factor 2, beta subunit (eIF-2beta)/eIF-5 N-terminal domain	J	translation initiation factor aIF-2, subunit beta, putative (aIF2B)
8659	1.30155114794363	2.03142737361432	0.899541088459221	2126	Ribosomal protein L37E	J	LSU ribosomal protein L37E
8660	1.50919109999032	2.43676369830172	0.91801968537921	1145	Ferredoxin	C	ferredoxin II
8661	1.4531389289314	2.38140138070486	0.838026431176741	1900	Uncharacterized conserved protein	S	conserved hypothetical protein
8662	1.43733243082379	2.39838587584446	0.867324878612806	541	Signal recognition particle GTPase	U	signal recognition particle, subunit SRP54
8663	1.45514151157421	2.41468168197839	0.864060699270703	163	3-polyprenyl-4-hydroxybenzoate decarboxylase	H	Phenylacrylic acid decarboxylase
8664	1.49600762770996	2.39978608049937	0.84371772353622	2100	Predicted Fe-S oxidoreductase	R	conserved hypothetical protein
8665	1.47103693184809	2.3686327282514	0.851142655208794	1112	Superfamily I DNA and RNA helicases and helicase subunits	L	DNA-binding protein, probably DNA helicase
8666	1.59983710034508	2.63420075093101	0.915545537046041	1935	Uncharacterized conserved protein	S	conserved hypothetical protein
8667	1.54307966990046	2.5229590830203	0.905105501564542	1938	Archaeal enzymes of ATP-grasp superfamily	R	conserved hypothetical protein
8668	1.40994503240259	2.31726985755996	0.823283596689445	294	Dihydropteroate synthase and related enzymes	H	dihydropteroate synthase
8669	1.43312289164772	2.35436573523943	0.841822568164366	469	Pyruvate kinase	G	pyruvate kinase
8670	1.38906225313822	2.26181758517622	0.795613045223406	483	Archaeal fructose-1,6-bisphosphatase and related enzymes of inositol monophosphatase family	G	extragenic suppressor (suhB)
8671	1.69668728972088	2.88506049459173	1.01261762620123	4095	Uncharacterized conserved protein	S	M. jannaschii predicted coding region MJ0110
8672	1.45462636663088	2.47571323288705	0.902559408691758	342	Preprotein translocase subunit SecD	U	protein translocase, subunit SECD (secD)
8673	1.41718507364533	2.31540040186094	0.813000352205952	1456	CO dehydrogenase/acetyl-CoA synthase gamma subunit (corrinoid Fe-S protein)	C	acetyl-CoA decarbonylase/synthase, subunit gamma (cdhE)
8674	1.38159915195895	2.24227939199367	0.794721788222772	2069	CO dehydrogenase/acetyl-CoA synthase delta subunit (corrinoid Fe-S protein)	C	acetyl-CoA decarbonylase/synthase, subunit delta (cdhD)
8675	1.38611852478934	2.31855922015	0.847794658511731	-	-	-	M. jannaschii predicted coding region MJ0114
8676	1.46526212631062	2.36282855439695	0.862987613805031	4008	Predicted metal-binding transcription factor	K	conserved hypothetical protein
8677	1.39461976735319	2.29890615286132	0.849706725716216	1402	Uncharacterized protein, putative amidase	R	conserved hypothetical protein
8678	1.38309747988801	2.12505181915653	0.890975892276648	2260	Predicted Zn-ribbon RNA-binding protein	J	conserved hypothetical protein
8679	1.42173213153286	2.30758149339356	0.849462133882687	1093	Translation initiation factor 2, alpha subunit (eIF-2alpha)	J	translation initiation factor aIF-2, subunit alpha (aif2A)
8680	1.43334319637791	2.27683510145038	0.836168398425222	4055	Methyl coenzyme M reductase, subunit D	H	methyl coenzyme M reductase II, operon protein D (mtrD)
8681	1.43630865288352	2.2551653283464	0.818614781826712	2000	Predicted Fe-S protein	R	carbon monoxide dehydrogenase gamma subunit (cdhE) isolog
8682	1.56333748096237	2.53219920292093	0.912058264633177	378	Ni2+-binding GTPase involved in regulation of expression and maturation of urease and hydrogenase	OK	urease accessory protein (ureG)
8683	1.5414720924909	2.56608151010419	0.937428350203745	1136	ABC-type antimicrobial peptide transport system, ATPase component	V	SN-glycerol-3-phosphate transport ATP-binding protein (ugpC)
8684	1.46523245519415	2.43966602888962	0.869928365352785	1184	Translation initiation factor 2B subunit, eIF-2B alpha/beta/delta family	J	translation initiation factor aIF-2B, subunit delta, putative
8685	1.35314672224734	2.237397681068	0.853248757351282	1451	Predicted metal-dependent hydrolase	R	M. jannaschii predicted coding region MJ0123
8687	1.34974047408557	2.11788332760698	0.849103503217279	2361	Uncharacterized conserved protein	S	conserved hypothetical protein
8688	1.40869278979292	2.37885230635611	0.889419115720114	1669	Predicted nucleotidyltransferases	R	conserved hypothetical protein
8689	1.33082501024491	2.09630801198455	0.822126350175468	2361	Uncharacterized conserved protein	S	conserved hypothetical protein
8690	1.48884821413858	2.43909397632544	0.877764812626471	1669	Predicted nucleotidyltransferases	R	conserved hypothetical protein
8691	1.54962181173657	2.63428508154969	0.940851415340482	-	-	-	M. jannaschii predicted coding region MJ0129
8693	1.48859224572396	2.47157144668982	0.948080748336867	-	-	-	M. jannaschii predicted coding region MJ0131
8694	1.44092720479407	2.27575787292997	0.6740490960967	286	Type I restriction-modification system methyltransferase subunit	V	type I restriction-modification enzyme 2, M subunit
8695	1.45445187322866	2.36197208284338	0.808694614849604	286	Type I restriction-modification system methyltransferase subunit	V	Type I restriction-modification system, methyltransferase subunit
8696	1.36763632860445	2.21006113108354	0.768350151356202	648	Endonuclease IV	L	conserved hypothetical protein
8697	1.47955296649029	2.36109081693664	0.850652172192033	2519	tRNA(1-methyladenosine) methyltransferase and related methyltransferases	J	L-isoaspartyl protein carboxyl methyltransferase isolog (pimT)
8698	1.46897095745468	2.41637501512278	0.867487004837389	164	Ribonuclease HII	L	ribonuclease HII (rnhB)
8699	1.43791102510237	2.35562293040326	0.863012619903025	1759	ATP-utilizing enzymes of ATP-grasp superfamily (probably carboligases)	R	conserved hypothetical protein
8700	1.41910243487464	2.34887267599346	0.853131037238589	616	Periplasmic serine proteases (ClpP class)	OU	conserved hypothetical protein
8701	1.38344988976881	2.27010540490275	0.81328168180955	1492	Cobyric acid synthase	H	cobyric acid synthase (cbiP)
8702	1.6149497703047	2.68430074882951	0.884751914639323	1226	Kef-type K+ transport systems, predicted NAD-binding component	P	potassium channel protein
8703	1.52804243083054	2.53742486136852	0.891938757316237	1226	Kef-type K+ transport systems, predicted NAD-binding component	P	potassium channel protein
8704	2.08919188589291	3.48234692520833	1.02226168350646	3316	Transposase and inactivated derivatives	L	M. jannaschii predicted coding region MJ0139.1
8705	1.35479678100427	2.23023955518636	0.81137674436736	1648	Siroheme synthase (precorrin-2 oxidase/ferrochelatase domain)	H	conserved hypothetical protein
8706	1.30166534549722	2.1646895639845	0.849730434426026	1708	Predicted nucleotidyltransferases	R	conserved hypothetical protein
8707	1.30731083376705	2.1383466345382	0.803282457295174	1895	Uncharacterized conserved protein related to C-terminal domain of eukaryotic chaperone, SACSIN	S	conserved hypothetical protein
8708	1.40586490054004	2.29303685468862	0.815182708563282	373	Glutamyl-tRNA reductase	H	glutamyl-tRNA reductase (hemA)
8709	1.3806579338613	2.23975219095692	0.787653176526082	42	tRNA-dihydrouridine synthase	J	conserved hypothetical protein
8710	1.48817245341631	2.44057190135514	0.876220233624083	2429	Uncharacterized conserved protein	S	conserved hypothetical protein
8711	1.61132809470034	2.60210602557219	0.935027432535533	1146	Ferredoxin	C	2-ketoglutarate ferredoxin oxidoreductase, subunit delta (korD)
8712	1.47449183163089	2.37391548833581	0.826726882438008	1672	Predicted ATPase (AAA+ superfamily)	R	M. jannaschii predicted coding region MJ0147
8713	1.46950144958403	2.32660020303432	0.833470781000409	130	Pseudouridine synthase	J	centromere/microtubule-binding protein (cbf5)
8714	1.45439121127398	2.32285053503468	0.973629361891863	-	-	-	M. jannaschii predicted coding region MJ0149
8715	1.48043384061164	2.39123670590056	0.87366609193492	1719	Predicted hydrocarbon binding protein (contains V4R domain)	R	M. jannaschii predicted coding region MJ0150
8716	1.40681396298529	2.3070244001735	0.87054086206182	1522	Transcriptional regulators	K	transcriptional regulator, putative
8717	1.59524757458183	2.5986552839348	0.914023716293814	1614	CO dehydrogenase/acetyl-CoA synthase beta subunit	C	carbon monoxide dehydrogenase, subunit alpha
8718	1.50138203904335	2.4253655605479	0.87199395607377	1152	CO dehydrogenase/acetyl-CoA synthase alpha subunit	C	acetyl-CoA decarbonylase/synthase, subunit alpha (cdhA)
8719	1.59054948471009	2.67660559969194	0.965664816920639	1880	CO dehydrogenase/acetyl-CoA synthase epsilon subunit	C	acetyl-CoA decarbonylase/synthase, subunit epsilon (cdhB)
8720	1.60938277560146	2.58376948580492	0.923566223771806	1142	Fe-S-cluster-containing hydrogenase components 2	C	formate dehydrogenase, iron-sulfur subunit
8721	1.53273376692167	2.4773080050003	0.888139266085432	1614	CO dehydrogenase/acetyl-CoA synthase beta subunit	C	acetyl-CoA decarbonylase/synthase, subunit beta (cdhC)
8722	1.50814164245924	2.33117682779092	0.844629564746446	4014	Uncharacterized protein conserved in archaea	S	M. jannaschii predicted coding region MJ0157
8723	1.43996425588092	2.3724953696787	0.860548378922255	1921	Selenocysteine synthase [seryl-tRNASer selenium transferase]	E	selenocystein synthase (selA)
8724	1.50713999797628	2.44534526472619	0.874790957649753	1693	Uncharacterized protein conserved in archaea	S	conserved hypothetical protein
8725	1.46595902910472	2.35465307532176	0.855255301327581	64	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit (PET112 homolog)	J	Glu-tRNA amidotransferase (gatB)
8726	1.41419938310503	2.41231475952522	0.90808247434162	440	Acetolactate synthase, small (regulatory) subunit	E	acetolactate synthase small subunit (ilvN)
8727	1.43440570819546	2.3619708527038	0.864786793934302	1236	Predicted exonuclease of the beta-lactamase fold involved in RNA processing	J	putative mRNA 3'-end processing factor 3
8728	1.54815394806023	2.57231829522108	0.906330963061655	-	-	-	M. jannaschii predicted coding region MJ0163
8729	1.39608519692129	2.2603903507873	0.792625204255865	1667	Uncharacterized protein conserved in archaea	S	M. jannaschii predicted coding region MJ0164
8730	1.52129862281252	2.53333059151459	0.896344314239296	1691	NCAIR mutase (PurE)-related proteins	R	conserved hypothetical protein
8731	1.38796547115906	2.26100536187683	0.813821154122507	1650	Uncharacterized protein conserved in archaea	S	conserved hypothetical protein
8732	1.38954194472258	2.28919880181189	0.82680516506767	521	Molybdopterin biosynthesis enzymes	H	molybdenum cofactor biosynthesis protein (moaB)
8733	1.28276415748955	2.17317009927	0.979918826001062	2036	Histones H3 and H4	B	archaeal histone A1
8734	1.41703384679457	2.38070758567673	0.859541133843562	455	ATPases involved in chromosome partitioning	D	cell division inhibitor minD
8735	1.60276572191661	2.62759660192161	0.922381883254045	668	Small-conductance mechanosensitive channel	M	conserved hypothetical protein
8736	1.40611736411722	2.2606213355166	0.790968704985619	1793	ATP-dependent DNA ligase	L	DNA ligase (lig)
8737	1.50817405083656	2.43088948028448	0.872037482634823	2518	Protein-L-isoaspartate carboxylmethyltransferase	O	L-isoaspartyl protein carboxyl methyltransferase
8738	1.44272822858105	2.38321014817807	0.880777538360787	1356	Uncharacterized protein conserved in archaea	S	conserved hypothetical protein
8739	1.38005639043796	2.29211788207569	0.827949146625251	1537	Predicted RNA-binding proteins	R	cell division protein pelota (pelA)
8740	1.45534370294622	2.33060819325665	0.862725587581405	2178	Predicted RNA-binding protein of the translin family	J	conserved hypothetical protein
8741	1.36617124795761	2.18482510937511	0.742174986823844	87	Ribosomal protein L3	J	LSU ribosomal protein L3P (rplC)
8742	1.28034830048113	2.09757308292533	0.769460545278591	88	Ribosomal protein L4	J	LSU ribosomal protein L4P (rplD)
8743	1.40135916942763	2.24902610355962	0.942018825933398	89	Ribosomal protein L23	J	LSU ribosomal protein L23P (rplW)
8744	1.34200686300767	2.16387703548594	0.76656102263142	90	Ribosomal protein L2	J	LSU ribosomal protein L2P (rplB)
8745	1.38529032796791	2.21386034368963	0.839691778928838	185	Ribosomal protein S19	J	SSU ribosomal protein S19P (rpsS)
8746	1.40416473692003	2.21094178078832	0.765021442292798	-	-	-	M. jannaschii predicted coding region MJ0181
8747	1.36945096373388	2.26020535506595	0.794213094079166	4928	Predicted P-loop ATPase	R	M. jannaschii predicted coding region MJ0182
8748	1.46553523091939	2.29942251725637	0.98343914365693	-	-	-	M. jannaschii predicted coding region MJ0183
8749	1.55892649226525	2.47510736482628	0.959439900300507	-	-	-	M. jannaschii predicted coding region MJ0184
8750	1.50221403875914	2.72890871614552	1.03179185138769	-	-	-	M. jannaschii predicted coding region MJ0185
8751	1.39515735395151	2.29469148128343	0.824970730578488	1364	N-acetylglutamate synthase (N-acetylornithine aminotransferase)	E	glutamate N-acetyltransferase (argJ)
8752	1.30542345269633	2.14803368209793	0.854142088715732	1617	Uncharacterized conserved protein	S	conserved hypothetical protein
8753	1.52701303375129	2.45213391329222	0.855788763593351	1475	Predicted transcriptional regulators	K	inosine-5'-monophosphate dehydrogenase, putative
8754	1.36875763804249	2.18889413351772	0.855662514737317	99	Ribosomal protein S13	J	SSU ribosomal protein S13P (rpsM)
8755	1.37542874058502	2.19336752302068	0.810404863767681	522	Ribosomal protein S4 and related proteins	J	SSU ribosomal protein S4P (rpsD)
8756	1.36845118464907	2.29090761992705	0.847740576436231	100	Ribosomal protein S11	J	SSU ribosomal protein S11P (rpsK)
8757	1.25562464997196	2.1194943278846	0.773495020415875	202	DNA-directed RNA polymerase, alpha subunit/40 kD subunit	K	DNA-directed RNA polymerase, subunit D (rpoD)
8758	1.33141208625669	2.2103910907904	0.901009946847236	1727	Ribosomal protein L18E	J	LSU ribosomal protein L18E
8759	1.44532829041011	2.3031497953425	0.855702481523588	102	Ribosomal protein L13	J	LSU ribosomal protein L13P (rplM)
8760	1.39061833834845	2.29109438024822	0.875628421822327	103	Ribosomal protein S9	J	SSU ribosomal protein S9P (rpsI)
8761	1.37804860116878	2.16122741635898	0.914159188864618	1644	DNA-directed RNA polymerase, subunit N (RpoN/RPB10)	K	DNA-directed RNA polymerase, subunit N (rpoN)
8762	1.34434732870858	2.35026391128536	0.99601316764614	1758	DNA-directed RNA polymerase, subunit K/omega	K	DNA-directed RNA polymerase, subunit K (rpoK)
8763	1.43692146021521	2.40338969316854	0.867138936863346	148	Enolase	G	M. jannaschii predicted coding region MJ0198
8764	1.45825270133524	2.29838408308345	0.988318227430256	1146	Ferredoxin	C	ferredoxin
8765	1.29335380561905	2.15605039521696	0.908821921252574	298	Hydrogenase maturation factor	O	hydrogenase expression/formation protein (hypC)
8766	1.3566217310643	2.20309002038152	0.82340423612246	1238	Predicted membrane protein	S	lipoprotein B (lppB)
8767	1.46994616572752	2.40223153923585	0.879261489163903	1578	Uncharacterized conserved protein	S	conserved hypothetical protein
8768	1.42940970556202	2.34201827369056	0.855317543245182	150	Phosphoribosylaminoimidazole (AIR) synthetase	F	phosphoribosylformylglycinamidine cyclo-ligase (purM)
8769	1.44412299821326	2.39628019533059	0.861575350189716	34	Glutamine phosphoribosylpyrophosphate amidotransferase	F	amidophosphoribosyltransferase (purF)
8770	1.47542668050543	2.42550838252757	0.88536344364383	136	Aspartate-semialdehyde dehydrogenase	E	aspartate-semialdehyde dehydrogenase (asd)
8771	1.32665152429457	2.19786169545147	0.8649685438177	2090	Uncharacterized protein conserved in archaea	S	conserved hypothetical protein
8772	1.3879654024727	2.31326776337035	0.87484192706096	-	-	-	M. jannaschii predicted coding region MJ0207
