Taxon	Scaffold	Gene1	Gene2	Consecutive	Sep	Code	Strand1	Strand2	GNScore	GNWithin	GNAll	GNMinus	CAI	CAI.Alm	CBI	COG	COGanno	COGfun	Annotation	nCAI	nCAI.Alm	nCBI	nCOG	nCOGanno	nCOGfun	nAnnotation	MI	HK	CAIdsqr	CAIdxdy	CAIlogpratio	CAIdxdyR	CAIdsqrR	COGsim	N1	N2	forward	forwardplus	sumBias	same	bbfGNScore	bbfGNMinus	bbfGNWithin	bbfGNAll	bbfHK	bbfMI	bbfCAIdxdyR	bbfCAIdsqrR	COGsimClass	cfCOG	pSame
13773	129	182004	182005	1	  60	Same	-	-	 0.000000	0	  0.000000	  0.00000000	1.425040	3.500694	1.1367223	-	-	-	hypothetical protein	1.514153	3.334057	1.1582241	-	-	-	hypothetical protein	 0.000000e+00	 0	7.941025e-03	-1.653877e-03	 9.639221e-03	-1.012481e-01	5.761078e-01		 0	 0	 TRUE	FALSE	 -5	 TRUE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.4906905	0.4804678	U	0.4686274	0.6162291
13773	129	182005	182006	1	 147	Divergent	-	+	 0.000000	0	  0.000000	  0.00000000	1.514153	3.334057	1.1582241	-	-	-	hypothetical protein	1.383252	3.176541	1.0465540	4933	Uncharacterized conserved protein	S	conserved hypothetical protein	 0.000000e+00	 0	1.713510e-02	-4.276537e-03	-2.747599e-02	-3.280440e-01	1.312897e+00		 0	 2	 TRUE	FALSE	 -6	FALSE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.4337780	0.4237791	U	0.4686274	0.6162291
13773	129	182006	182007	1	  -3	Convergent	+	-	 0.000000	0	  0.000000	  0.00000000	1.383252	3.176541	1.0465540	4933	Uncharacterized conserved protein	S	conserved hypothetical protein	1.397745	3.047043	1.0664146	2005	N-terminal domain of molybdenum-binding protein	R	conserved hypothetical protein	 0.000000e+00	 0	2.100493e-04	 3.655632e-03	 5.899788e-02	 2.477505e-01	1.360813e-02		 2	 0	FALSE	FALSE	 -5	FALSE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.5684653	0.6412444	U	0.4686274	0.6162291
13773	129	182007	182008	1	  35	Divergent	-	+	 0.000000	0	  0.000000	  0.00000000	1.397745	3.047043	1.0664146	2005	N-terminal domain of molybdenum-binding protein	R	conserved hypothetical protein	1.414741	3.210785	1.1059589	2998	ABC-type tungstate transport system, permease component	H	binding protein, putative	 0.000000e+00	 0	2.888809e-04	 1.966280e-03	 3.983041e-02	 1.158888e-01	3.280463e-02		 0	 6	 TRUE	FALSE	 -6	FALSE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.5212696	0.6312229	U	0.4686274	0.6162291
13773	129	182008	182009	1	 -13	Same	+	+	10.538476	0	 14.932925	 14.93292497	1.414741	3.210785	1.1059589	2998	ABC-type tungstate transport system, permease component	H	binding protein, putative	1.424693	3.482375	1.2069153	4662	ABC-type tungstate transport system, periplasmic component	H	sulfate transport system, permease protein, putative	 1.078599e-01	 6	9.903783e-05	 9.785852e-04	 3.057853e-02	 4.579314e-02	7.520870e-03	H	 6	 6	FALSE	FALSE	 -5	 TRUE	2.6653753	1.8759625	0.5480306	2.6799517	0.7537284	1.0372045	0.5185987	0.6441287	Y	1.4497162	0.9163005
13773	129	182009	182010	1	  -3	Same	+	+	 0.000000	0	  0.000000	  0.00000000	1.424693	3.482375	1.2069153	4662	ABC-type tungstate transport system, periplasmic component	H	sulfate transport system, permease protein, putative	1.300110	2.908756	0.9731358	3839	ABC-type sugar transport systems, ATPase components	G	sulfate transport system, ATP-binding protein, putative	 0.000000e+00	 0	1.552083e-02	 4.039198e-03	 1.242749e-01	 1.654462e-01	5.937158e-01	0	 6	 0	FALSE	FALSE	 -4	 TRUE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.5367822	0.4775886	N	0.5492530	0.6245624
13773	129	182010	182011	1	   8	Convergent	+	-	 0.000000	0	  0.000000	  0.00000000	1.300110	2.908756	0.9731358	3839	ABC-type sugar transport systems, ATPase components	G	sulfate transport system, ATP-binding protein, putative	1.354465	3.003846	1.0204928	1028	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	IQR	short chain dehydrogenase	 0.000000e+00	 0	2.954441e-03	 1.466343e-02	 1.579251e-01	 7.111283e-01	3.740350e-02		 0	 8	FALSE	FALSE	 -3	FALSE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.7576591	0.6288792	U	0.4686274	0.6162291
13773	129	182011	182012	1	  34	Same	-	-	 0.000000	0	  0.000000	  0.00000000	1.354465	3.003846	1.0204928	1028	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	IQR	short chain dehydrogenase	1.466907	3.009005	1.0500426	-	-	-	conserved hypothetical protein	 0.000000e+00	 0	1.264306e-02	-1.503715e-03	-2.009154e-02	-1.806681e-01	9.847097e-01		 8	 0	 TRUE	FALSE	 -4	 TRUE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.4700975	0.4408238	U	0.4686274	0.6162291
13773	129	182012	182013	1	 103	Divergent	-	+	 0.000000	0	  0.000000	  0.00000000	1.466907	3.009005	1.0500426	-	-	-	conserved hypothetical protein	1.482881	3.262711	1.1043710	1708	Predicted nucleotidyltransferases	R	paREP11	 0.000000e+00	 0	2.551909e-04	 4.885061e-04	 2.835622e-02	 9.254633e-02	2.103947e-02		 0	 0	 TRUE	FALSE	 -5	FALSE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.5179098	0.6370483	U	0.4686274	0.6162291
13773	129	182013	182014	1	  22	Same	+	+	 0.000000	0	  0.000000	  0.00000000	1.482881	3.262711	1.1043710	1708	Predicted nucleotidyltransferases	R	paREP11	1.354620	2.938037	1.0101300	1530	Ribonucleases G and E	J	conserved hypothetical protein	 0.000000e+00	 0	1.645106e-02	-3.047242e-03	 6.373125e-03	-2.894660e-01	1.291877e+00		 0	 5	FALSE	FALSE	 -4	 TRUE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.4429392	0.4242983	U	0.4686274	0.6162291
13773	129	182014	182015	1	  29	Same	+	+	 0.000000	0	  0.000000	  0.00000000	1.354620	2.938037	1.0101300	1530	Ribonucleases G and E	J	conserved hypothetical protein	1.364532	3.083277	1.0663114	-	-	-	hypothetical protein	 0.000000e+00	 0	9.824485e-05	 8.405847e-03	 1.143989e-01	 5.253059e-01	2.723510e-03		 5	 0	FALSE	FALSE	 -3	 TRUE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.6862988	0.6489041	U	0.4686274	0.6162291
13773	129	182015	182016	1	  14	Same	+	+	 0.000000	0	  0.000000	  0.00000000	1.364532	3.083277	1.0663114	-	-	-	hypothetical protein	1.428800	3.234002	1.0423831	1487	Predicted nucleic acid-binding protein, contains PIN domain	R	conserved hypothetical protein	 0.000000e+00	 0	4.130468e-03	 1.962424e-03	 2.581882e-02	 9.229071e-02	3.216622e-01		 0	 5	FALSE	FALSE	 -2	 TRUE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.5178794	0.5343942	U	0.4686274	0.6162291
13773	129	182016	182017	1	 -10	Convergent	+	-	 0.000000	0	  0.000000	 -0.33174076	1.428800	3.234002	1.0423831	1487	Predicted nucleic acid-binding protein, contains PIN domain	R	conserved hypothetical protein	1.466663	3.209332	1.0815779	83	Homoserine kinase	E	homoserine kinase	 6.125049e-02	 5	1.433575e-03	-3.449885e-04	 1.599990e-02	-3.130387e-02	1.362703e-01		 5	15	FALSE	FALSE	 -1	FALSE	0.4469764	0.2502545	0.5480306	0.4469764	0.7448207	0.8869692	0.5118079	0.5967973	U	0.4686274	0.5414575
13773	129	182017	182018	1	 -43	Same	-	-	 0.000000	0	  0.000000	 -0.77438996	1.466663	3.209332	1.0815779	83	Homoserine kinase	E	homoserine kinase	1.376838	2.990896	1.0123534	1878	Predicted metal-dependent hydrolase	R	conserved hypothetical protein	-3.027093e-02	15	8.068472e-03	-1.138448e-03	 2.095011e-02	-1.454174e-01	7.230872e-01		15	29	 TRUE	FALSE	 -2	 TRUE	0.4469764	0.2193655	0.5480306	0.4469764	0.7783720	0.5246684	0.4782875	0.4626259	U	0.4686274	0.5316714
13773	129	182018	182019	1	 295	Same	-	-	 0.000000	0	  0.000000	 -0.31560878	1.376838	2.990896	1.0123534	1878	Predicted metal-dependent hydrolase	R	conserved hypothetical protein	1.494937	3.618437	1.2134142	577	ABC-type antimicrobial peptide transport system, permease component	V	conserved hypothetical protein	 3.931725e-02	 3	1.394740e-02	-3.246440e-03	-2.652101e-02	-2.898936e-01	1.179299e+00		29	 3	 TRUE	FALSE	 -3	 TRUE	0.4469764	0.2518128	0.5480306	0.4469764	0.7136133	0.8022192	0.4427597	0.4292263	U	0.4686274	0.5419504
13773	129	182019	182020	1	 -19	Same	-	-	 0.000000	0	  0.000000	  0.00000000	1.494937	3.618437	1.2134142	577	ABC-type antimicrobial peptide transport system, permease component	V	conserved hypothetical protein	1.451804	3.301686	1.1585958	-	-	-	conserved within P. aerophilum	 0.000000e+00	 0	1.860460e-03	 1.791175e-05	 1.613235e-02	 4.716667e-02	1.391181e-01		 3	 0	 TRUE	FALSE	 -4	 TRUE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.5186837	0.5960694	U	0.4686274	0.6162291
13773	129	182020	182021	1	   0	Same	-	-	 0.000000	0	  0.000000	  0.00000000	1.451804	3.301686	1.1585958	-	-	-	conserved within P. aerophilum	1.425844	3.431074	1.1845175	-	-	-	hypothetical protein	 0.000000e+00	 0	6.739136e-04	-1.050924e-05	 2.227199e-02	-1.638582e-02	6.969924e-02		 0	 0	 TRUE	FALSE	 -5	 TRUE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.5165375	0.6179109	U	0.4686274	0.6162291
13773	129	182021	182022	1	  72	Divergent	-	+	 0.000000	0	  0.000000	  0.00000000	1.425844	3.431074	1.1845175	-	-	-	hypothetical protein	1.334789	3.008826	1.0466275	1215	Glycosyltransferases, probably involved in cell wall biogenesis	M	egghead homolog	 0.000000e+00	 0	8.291103e-03	 2.979057e-03	 8.844047e-02	 1.407920e-01	4.802713e-01		 0	 0	 TRUE	FALSE	 -6	FALSE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.5280253	0.4966064	U	0.4686274	0.6162291
13773	129	182022	182023	1	 150	Same	+	+	 0.000000	0	  0.000000	  0.00000000	1.334789	3.008826	1.0466275	1215	Glycosyltransferases, probably involved in cell wall biogenesis	M	egghead homolog	1.454367	3.117971	1.0428534	2250	Uncharacterized conserved protein related to C-terminal domain of eukaryotic chaperone, SACSIN	S	conserved hypothetical protein	 0.000000e+00	 0	1.429901e-02	-3.468372e-04	-1.782357e-02	-1.072388e-01	9.650084e-01		 0	 1	FALSE	FALSE	 -5	 TRUE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.4887314	0.4419241	U	0.4686274	0.6162291
13773	129	182023	182024	1	 -28	Same	+	+	 0.000000	0	  0.000000	  0.00000000	1.454367	3.117971	1.0428534	2250	Uncharacterized conserved protein related to C-terminal domain of eukaryotic chaperone, SACSIN	S	conserved hypothetical protein	1.490593	3.203013	1.0832090	1708	Predicted nucleotidyltransferases	R	hypothetical protein	 0.000000e+00	 0	1.312328e-03	 1.166016e-04	 2.598098e-02	 5.577954e-02	1.029115e-01		 1	 0	FALSE	FALSE	 -4	 TRUE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.5187068	0.6052131	U	0.4686274	0.6162291
13773	129	182024	182025	1	  38	Same	+	+	 0.000000	0	  0.000000	  0.00000000	1.490593	3.203013	1.0832090	1708	Predicted nucleotidyltransferases	R	hypothetical protein	1.586574	3.316826	1.0399624	-	-	-	hypothetical protein	 0.000000e+00	 0	9.212265e-03	 5.299175e-03	 1.252015e-01	 3.747153e-01	1.556100e-01		 0	 0	FALSE	FALSE	 -3	 TRUE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.6226910	0.5912363	U	0.4686274	0.6162291
13773	129	182025	182026	1	  30	Same	+	+	 0.000000	0	  0.000000	  0.00000000	1.586574	3.316826	1.0399624	-	-	-	hypothetical protein	1.405064	3.104771	1.0671192	-	-	-	hypothetical protein	 0.000000e+00	 0	3.294583e-02	-6.262774e-03	-9.344454e-02	-3.044159e-01	1.446269e+00		 0	 0	FALSE	FALSE	 -2	 TRUE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.4392887	0.4186719	U	0.4686274	0.6162291
13773	129	182026	182027	1	 -13	Convergent	+	-	 0.000000	0	  0.000000	  0.00000000	1.405064	3.104771	1.0671192	-	-	-	hypothetical protein	1.436330	3.108750	1.0671967	4826	Serine protease inhibitor	O	serine protease inhibitor (serpin)	 0.000000e+00	 0	9.775817e-04	 6.978255e-04	 2.402233e-02	 1.807035e-02	9.756633e-02		 0	 5	FALSE	FALSE	 -1	FALSE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.5178198	0.6075710	U	0.4686274	0.6162291
13773	129	182027	182028	1	 -67	Same	-	-	 0.000000	0	  0.000000	  0.00000000	1.436330	3.108750	1.0671967	4826	Serine protease inhibitor	O	serine protease inhibitor (serpin)	1.524755	3.435518	1.1404117	-	-	-	hypothetical protein	 0.000000e+00	 0	7.818835e-03	-1.105008e-03	 2.090895e-02	-3.227395e-02	4.856047e-01		 5	 0	 TRUE	FALSE	 -2	 TRUE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.5114782	0.4950121	U	0.4686274	0.6162291
13773	129	182028	182029	1	 172	Same	-	-	 0.000000	0	  0.000000	  0.00000000	1.524755	3.435518	1.1404117	-	-	-	hypothetical protein	1.474866	3.435088	1.0800702	-	-	-	hypothetical protein	 0.000000e+00	 0	2.488873e-03	 1.722027e-03	 2.860386e-02	 2.035741e-01	1.104300e-01		 0	 0	 TRUE	FALSE	 -3	 TRUE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.5506266	0.6027963	U	0.4686274	0.6162291
13773	129	182029	182030	1	 418	Same	-	-	 0.000000	0	  0.000000	  0.00000000	1.474866	3.435088	1.0800702	-	-	-	hypothetical protein	1.357922	3.044823	1.0750385	1409	Predicted phosphohydrolases	R	hypothetical protein	 0.000000e+00	 0	1.367583e-02	-2.194045e-03	 1.587212e-02	-2.306208e-01	1.097429e+00		 0	 0	 TRUE	FALSE	 -4	 TRUE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.4569294	0.4330324	U	0.4686274	0.6162291
13773	129	182030	182031	1	   0	Same	-	-	 0.000000	0	  0.000000	  0.00000000	1.357922	3.044823	1.0750385	1409	Predicted phosphohydrolases	R	hypothetical protein	1.349385	3.101365	1.1438373	-	-	-	hypothetical protein	 0.000000e+00	 0	7.288218e-05	 9.534718e-03	 1.364583e-01	 5.731770e-01	2.412521e-03		 0	 0	 TRUE	FALSE	 -5	 TRUE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.7095488	0.6495169	U	0.4686274	0.6162291
13773	129	182031	182032	1	 -12	Same	-	-	 0.000000	0	  0.000000	  0.00000000	1.349385	3.101365	1.1438373	-	-	-	hypothetical protein	1.410312	3.187466	1.1073070	-	-	-	conserved hypothetical protein	 0.000000e+00	 0	3.712105e-03	 4.190542e-03	 4.759537e-02	 2.436752e-01	2.213258e-01		 0	 0	 TRUE	FALSE	 -6	 TRUE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.5670320	0.5739549	U	0.4686274	0.6162291
13773	129	182032	182033	1	  85	Divergent	-	+	 0.000000	0	  0.000000	  0.00000000	1.410312	3.187466	1.1073070	-	-	-	conserved hypothetical protein	1.338158	3.028581	1.0791584	1840	ABC-type Fe3+ transport system, periplasmic component	P	extracellular solute binding protein, conjectural	 0.000000e+00	 0	5.206242e-03	 4.651764e-03	 1.034037e-01	 2.630449e-01	2.836809e-01		 0	 1	 TRUE	FALSE	 -7	FALSE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.5751306	0.5496363	U	0.4686274	0.6162291
13773	129	182033	182034	1	  17	Convergent	+	-	 2.079442	0	  2.079442	  2.07944154	1.338158	3.028581	1.0791584	1840	ABC-type Fe3+ transport system, periplasmic component	P	extracellular solute binding protein, conjectural	1.309813	3.156580	1.1122759	1178	ABC-type Fe3+ transport system, permease component	P	molybdenum transport system permease protein, putative	 2.193686e-02	 1	8.034346e-04	 1.603179e-02	 2.265280e-01	 7.800642e-01	6.370563e-03	P	 1	15	FALSE	FALSE	 -6	FALSE	2.9335626	1.6614134	0.5480306	2.9479804	0.6329203	0.6907986	0.7781878	0.6451734	Y	1.4497162	0.8895842
13773	129	182034	182035	1	  -3	Same	-	-	 4.317488	0	  6.189290	  5.79559002	1.309813	3.156580	1.1122759	1178	ABC-type Fe3+ transport system, permease component	P	molybdenum transport system permease protein, putative	1.376224	2.989944	1.0145561	3839	ABC-type sugar transport systems, ATPase components	G	transporter ATP-binding protein, putative	 1.633838e-02	10	4.410368e-03	 1.064245e-02	 1.086174e-01	 5.729926e-01	9.236375e-02	0	15	10	 TRUE	FALSE	 -7	 TRUE	2.8518134	1.8032037	0.5480306	2.8344026	0.7739415	0.6494466	0.7091474	0.6101085	N	0.5492530	0.8678508
13773	129	182035	182036	1	  84	Divergent	-	+	 0.000000	0	  0.000000	 -0.08004271	1.376224	2.989944	1.0145561	3839	ABC-type sugar transport systems, ATPase components	G	transporter ATP-binding protein, putative	1.322230	2.897438	0.9933358	5257	Translation initiation factor 2, gamma subunit (eIF-2gamma; GTPase)	J	translation initiation factor aIF-2 gamma subunit, putative	 2.467265e-03	10	2.915345e-03	 9.709102e-03	 1.622769e-01	 5.515768e-01	7.256470e-02	0	10	12	 TRUE	FALSE	 -8	FALSE	0.4469764	0.2967290	0.5480306	0.4469764	0.7739415	0.5040782	0.6996520	0.6171587	N	0.5492530	0.5648358
13773	129	182036	182037	1	 149	Convergent	+	-	 0.000000	0	  0.000000	  0.00000000	1.322230	2.897438	0.9933358	5257	Translation initiation factor 2, gamma subunit (eIF-2gamma; GTPase)	J	translation initiation factor aIF-2 gamma subunit, putative	1.299173	3.337201	1.1903911	-	-	-	hypothetical protein	 0.000000e+00	 0	5.316262e-04	 1.966125e-02	 2.670985e-01	 8.423833e-01	3.313094e-03		12	 0	FALSE	FALSE	 -7	FALSE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.7927256	0.6480385	U	0.4686274	0.6162291
13773	129	182037	182038	1	  22	Divergent	-	+	 0.000000	0	  0.000000	  0.00000000	1.299173	3.337201	1.1903911	-	-	-	hypothetical protein	1.520479	3.641497	1.1437996	-	-	-	hypothetical protein	 0.000000e+00	 0	4.897639e-02	-1.051627e-02	-1.489437e-01	-5.923576e-01	2.472835e+00		 0	 0	 TRUE	FALSE	 -8	FALSE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.3952121	0.4035865	U	0.4686274	0.6162291
13773	129	182038	182039	1	 282	Convergent	+	-	 0.000000	0	  0.000000	  0.00000000	1.520479	3.641497	1.1437996	-	-	-	hypothetical protein	1.520223	3.362322	1.1049881	2254	Predicted HD superfamily hydrolase, possibly a nuclease	L	conserved hypothetical protein	 0.000000e+00	 0	6.540419e-08	 4.755190e-03	 7.624713e-02	 3.888247e-01	1.472486e-05		 0	 0	FALSE	FALSE	 -7	FALSE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.6297054	0.6556702	U	0.4686274	0.6162291
13773	129	182039	182040	1	  -3	Same	-	-	 0.000000	0	  0.000000	  0.00000000	1.520223	3.362322	1.1049881	2254	Predicted HD superfamily hydrolase, possibly a nuclease	L	conserved hypothetical protein	1.529734	3.351054	1.1063138	1203	Predicted helicases	R	helicase, probable	 0.000000e+00	 0	9.046603e-05	 5.392255e-03	 8.734026e-02	 4.198352e-01	2.886073e-03		 0	 3	 TRUE	FALSE	 -8	 TRUE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.6437776	0.6487603	U	0.4686274	0.6162291
13773	129	182040	182041	1	  -3	Same	-	-	 0.000000	0	  0.000000	  0.00000000	1.529734	3.351054	1.1063138	1203	Predicted helicases	R	helicase, probable	1.579735	3.352593	1.0594224	-	-	-	hypothetical protein	 0.000000e+00	 0	2.500033e-03	 1.005449e-02	 1.645415e-01	 5.582253e-01	2.285828e-02		 3	 0	 TRUE	FALSE	 -9	 TRUE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.7023937	0.6363673	U	0.4686274	0.6162291
13773	129	182041	182042	1	 123	Divergent	-	+	 0.000000	0	  0.000000	  0.00000000	1.579735	3.352593	1.0594224	-	-	-	hypothetical protein	1.351635	2.812378	0.9560839	-	-	-	hypothetical protein	 0.000000e+00	 0	5.202940e-02	-1.280309e-02	-1.455173e-01	-6.349813e-01	2.543327e+00		 0	 0	 TRUE	FALSE	-10	FALSE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.3910089	0.4031382	U	0.4686274	0.6162291
13773	129	182042	182043	1	 213	Same	+	+	 0.000000	0	  0.000000	  0.00000000	1.351635	2.812378	0.9560839	-	-	-	hypothetical protein	1.291084	2.787502	1.0134974	-	-	-	hypothetical protein	 0.000000e+00	 0	3.666421e-03	 1.599203e-02	 2.477113e-01	 7.375688e-01	3.681215e-02		 0	 0	FALSE	FALSE	 -9	 TRUE	0.4469764	0.4914888	0.5480306	0.4469764	0.5091911	0.5078922	0.7644228	0.6292170	U	0.4686274	0.6162291
